Time,Refuel_time,Type,Cycle,value
0.0,50min,Seed,00,1.8539999999999999
0.15,50min,Seed,00,1.8835
0.31666666666666665,50min,Seed,00,1.9006999999999998
0.48333333333333334,50min,Seed,00,1.8232
0.65,50min,Seed,00,1.8148
0.8166666666666667,50min,Seed,00,1.8089
0.9833333333333333,50min,Seed,00,1.8047
1.15,50min,Seed,00,1.799
1.3166666666666667,50min,Seed,00,1.7935999999999999
1.4666666666666666,50min,Seed,00,1.7875999999999999
1.6333333333333333,50min,Seed,00,1.7828
1.8,50min,Seed,00,1.7767
1.9666666666666666,50min,Seed,00,1.7709
2.1333333333333333,50min,Seed,00,1.7659
2.3,50min,Seed,00,1.7581
2.466666666666667,50min,Seed,00,1.7492999999999999
2.6333333333333333,50min,Seed,00,1.7409999999999999
2.8,50min,Seed,00,1.7328
2.966666666666667,50min,Seed,00,1.7227
3.1333333333333333,50min,Seed,00,1.7137
3.3,50min,Seed,00,1.7010999999999998
3.45,50min,Seed,00,1.6901
3.6166666666666667,50min,Seed,00,1.6756
3.783333333333333,50min,Seed,00,1.6592
3.95,50min,Seed,00,1.6434
4.116666666666666,50min,Seed,00,1.6235
4.283333333333333,50min,Seed,00,1.6046
4.45,50min,Seed,00,1.5854
4.616666666666666,50min,Seed,00,1.5637999999999999
4.783333333333333,50min,Seed,00,1.5412
4.95,50min,Seed,00,1.5173999999999999
5.1,50min,Seed,00,1.4909999999999999
5.266666666666667,50min,Seed,00,1.4614
5.433333333333334,50min,Seed,00,1.4291
5.6,50min,Seed,00,1.395
5.766666666666667,50min,Seed,00,1.3561999999999999
5.933333333333334,50min,Seed,00,1.3133
6.1,50min,Seed,00,1.2654999999999998
6.266666666666667,50min,Seed,00,1.2121
6.433333333333334,50min,Seed,00,1.1606999999999998
6.6,50min,Seed,00,1.1162999999999998
6.766666666666667,50min,Seed,00,1.065
6.933333333333334,50min,Seed,00,0.9901000000000001
7.083333333333333,50min,Seed,00,0.885
7.25,50min,Seed,00,0.7649
7.416666666666667,50min,Seed,00,0.6556000000000001
7.583333333333333,50min,Seed,00,0.5675
7.75,50min,Seed,00,0.49820000000000003
7.916666666666667,50min,Seed,00,0.44259999999999994
8.083333333333334,50min,Seed,00,0.4028
8.25,50min,Seed,00,0.37729999999999997
8.416666666666666,50min,Seed,00,0.3583
8.583333333333334,50min,Seed,00,0.3447
8.75,50min,Seed,00,0.3371
8.916666666666666,50min,Seed,00,0.3317
9.083333333333334,50min,Seed,00,0.3282
9.233333333333333,50min,Seed,00,0.32689999999999997
9.4,50min,Seed,00,0.32699999999999996
9.566666666666666,50min,Seed,00,0.3266
9.733333333333333,50min,Seed,00,0.3253
9.9,50min,Seed,00,0.3235
10.066666666666666,50min,Seed,00,0.3197
10.233333333333333,50min,Seed,00,0.31479999999999997
10.4,50min,Seed,00,0.3072
10.566666666666666,50min,Seed,00,0.30129999999999996
10.733333333333333,50min,Seed,00,0.293
10.9,50min,Seed,00,0.2847
11.066666666666666,50min,Seed,00,0.27699999999999997
11.233333333333333,50min,Seed,00,0.2688
11.383333333333333,50min,Seed,00,0.2606
11.55,50min,Seed,00,0.25229999999999997
11.716666666666667,50min,Seed,00,0.24579999999999996
11.883333333333333,50min,Seed,00,0.2384
12.05,50min,Seed,00,0.23149999999999998
12.216666666666667,50min,Seed,00,0.22659999999999997
12.383333333333333,50min,Seed,00,0.22009999999999996
12.55,50min,Seed,00,0.2152
12.716666666666667,50min,Seed,00,0.2123
12.883333333333333,50min,Seed,00,0.20939999999999998
13.05,50min,Seed,00,0.20499999999999996
13.216666666666667,50min,Seed,00,0.2005
13.366666666666667,50min,Seed,00,0.19579999999999997
13.533333333333333,50min,Seed,00,0.192
