Time,Refuel_time,Type,Cycle,value
0.0,8min,Seed,00,1.8156999999999999
0.15,8min,Seed,00,1.8979
0.31666666666666665,8min,Seed,00,1.9137
0.48333333333333334,8min,Seed,00,1.9146999999999998
0.65,8min,Seed,00,1.9111
0.8166666666666667,8min,Seed,00,1.9062999999999999
0.9833333333333333,8min,Seed,00,1.8979
1.15,8min,Seed,00,1.8905999999999998
1.3166666666666667,8min,Seed,00,1.8715
1.4833333333333334,8min,Seed,00,1.8568
1.65,8min,Seed,00,1.8514
1.8,8min,Seed,00,1.8444
1.9666666666666666,8min,Seed,00,1.8371
2.1333333333333333,8min,Seed,00,1.8292
2.3,8min,Seed,00,1.8193
2.466666666666667,8min,Seed,00,1.8087
2.6333333333333333,8min,Seed,00,1.7968
2.8,8min,Seed,00,1.7826
2.966666666666667,8min,Seed,00,1.7671
3.1166666666666667,8min,Seed,00,1.7596999999999998
3.3,8min,Seed,00,1.7489999999999999
3.45,8min,Seed,00,1.7333999999999998
3.6166666666666667,8min,Seed,00,1.7149999999999999
3.783333333333333,8min,Seed,00,1.6998
3.95,8min,Seed,00,1.6842
4.116666666666666,8min,Seed,00,1.6671
4.283333333333333,8min,Seed,00,1.6511
