Time,Refuel_time,EDC,Cycle,value
22.15,50min,50mM,00,0.05700000000000001
22.316666666666666,50min,50mM,00,0.0568
22.466666666666665,50min,50mM,00,0.05700000000000001
22.633333333333333,50min,50mM,00,0.05700000000000001
22.8,50min,50mM,00,0.05689999999999999
22.966666666666665,50min,50mM,00,0.05700000000000001
23.133333333333333,50min,50mM,00,0.05689999999999999
23.3,50min,50mM,00,0.05719999999999999
23.466666666666665,50min,50mM,00,0.05689999999999999
23.633333333333333,50min,50mM,00,0.05700000000000001
23.8,50min,50mM,00,0.05689999999999999
23.966666666666665,50min,50mM,00,0.05700000000000001
24.133333333333333,50min,50mM,00,0.05739999999999999
24.3,50min,50mM,00,0.05719999999999999
24.45,50min,50mM,00,0.057300000000000004
24.616666666666667,50min,50mM,00,0.057300000000000004
24.783333333333335,50min,50mM,00,0.05719999999999999
24.95,50min,50mM,00,0.0571
25.116666666666667,50min,50mM,00,0.05719999999999999
25.283333333333335,50min,50mM,00,0.05750000000000001
25.45,50min,50mM,00,0.057300000000000004
25.616666666666667,50min,50mM,00,0.057300000000000004
25.783333333333335,50min,50mM,00,0.05750000000000001
25.95,50min,50mM,00,0.0571
26.116666666666667,50min,50mM,00,0.05739999999999999
26.283333333333335,50min,50mM,00,0.05739999999999999
26.45,50min,50mM,00,0.05719999999999999
26.6,50min,50mM,00,0.05739999999999999
26.766666666666666,50min,50mM,00,0.05750000000000001
26.933333333333334,50min,50mM,00,0.05750000000000001
27.1,50min,50mM,00,0.05750000000000001
27.266666666666666,50min,50mM,00,0.05739999999999999
27.433333333333334,50min,50mM,00,0.0576
27.6,50min,50mM,00,0.0576
27.766666666666666,50min,50mM,00,0.0576
27.933333333333334,50min,50mM,00,0.057800000000000004
28.1,50min,50mM,00,0.05769999999999999
28.266666666666666,50min,50mM,00,0.05769999999999999
28.433333333333334,50min,50mM,00,0.05789999999999999
28.583333333333332,50min,50mM,00,0.0576
28.75,50min,50mM,00,0.05769999999999999
28.916666666666668,50min,50mM,00,0.05750000000000001
29.083333333333332,50min,50mM,00,0.05769999999999999
29.25,50min,50mM,00,0.05750000000000001
29.416666666666668,50min,50mM,00,0.0576
29.583333333333332,50min,50mM,00,0.05769999999999999
29.75,50min,50mM,00,0.05800000000000001
29.916666666666668,50min,50mM,00,0.057800000000000004
30.083333333333332,50min,50mM,00,0.05769999999999999
30.25,50min,50mM,00,0.05789999999999999
30.416666666666668,50min,50mM,00,0.05789999999999999
30.583333333333332,50min,50mM,00,0.057800000000000004
30.733333333333334,50min,50mM,00,0.05800000000000001
30.9,50min,50mM,00,0.05789999999999999
31.066666666666666,50min,50mM,00,0.05750000000000001
31.233333333333334,50min,50mM,00,0.05750000000000001
31.4,50min,50mM,00,0.05789999999999999
31.566666666666666,50min,50mM,00,0.05789999999999999
31.733333333333334,50min,50mM,00,0.0581
31.9,50min,50mM,00,0.057800000000000004
32.06666666666667,50min,50mM,00,0.057800000000000004
32.233333333333334,50min,50mM,00,0.05800000000000001
32.4,50min,50mM,00,0.05800000000000001
32.56666666666667,50min,50mM,00,0.05800000000000001
32.733333333333334,50min,50mM,00,0.05819999999999999
32.88333333333333,50min,50mM,00,0.0581
33.05,50min,50mM,00,0.0581
33.21666666666667,50min,50mM,00,0.05819999999999999
33.38333333333333,50min,50mM,00,0.058300000000000005
33.55,50min,50mM,00,0.05819999999999999
33.71666666666667,50min,50mM,00,0.05800000000000001
33.88333333333333,50min,50mM,00,0.0581
34.05,50min,50mM,00,0.05800000000000001
34.21666666666667,50min,50mM,00,0.05800000000000001
34.38333333333333,50min,50mM,00,0.0581
34.55,50min,50mM,00,0.0581
34.71666666666667,50min,50mM,00,0.05800000000000001
34.86666666666667,50min,50mM,00,0.05819999999999999
35.03333333333333,50min,50mM,00,0.05800000000000001
35.2,50min,50mM,00,0.058399999999999994
35.36666666666667,50min,50mM,00,0.05819999999999999
35.53333333333333,50min,50mM,00,0.058300000000000005
35.7,50min,50mM,00,0.058399999999999994
35.86666666666667,50min,50mM,00,0.058300000000000005
36.03333333333333,50min,50mM,00,0.0581
36.2,50min,50mM,00,0.05850000000000001
36.36666666666667,50min,50mM,00,0.05850000000000001
36.53333333333333,50min,50mM,00,0.058300000000000005
36.7,50min,50mM,00,0.05819999999999999
36.85,50min,50mM,00,0.058300000000000005
37.016666666666666,50min,50mM,00,0.0581
37.18333333333333,50min,50mM,00,0.058399999999999994
37.35,50min,50mM,00,0.058300000000000005
37.516666666666666,50min,50mM,00,0.05819999999999999
37.68333333333333,50min,50mM,00,0.05819999999999999
37.85,50min,50mM,00,0.05850000000000001
38.016666666666666,50min,50mM,00,0.058399999999999994
38.15,50min,50mM,00,0.058399999999999994
38.31666666666667,50min,50mM,00,0.058399999999999994
38.483333333333334,50min,50mM,00,0.058399999999999994
38.65,50min,50mM,00,0.05850000000000001
38.81666666666667,50min,50mM,00,0.0586
38.983333333333334,50min,50mM,00,0.0586
39.15,50min,50mM,00,0.058800000000000005
39.31666666666667,50min,50mM,00,0.05850000000000001
39.46666666666667,50min,50mM,00,0.0586
39.63333333333333,50min,50mM,00,0.0586
39.8,50min,50mM,00,0.058300000000000005
40.0,50min,50mM,00,0.05850000000000001
40.13333333333333,50min,50mM,00,0.058399999999999994
40.3,50min,50mM,00,0.0586
40.46666666666667,50min,50mM,00,0.05850000000000001
40.63333333333333,50min,50mM,00,0.0586
40.8,50min,50mM,00,0.05869999999999999
41.0,50min,50mM,00,0.058800000000000005
41.166666666666664,50min,50mM,00,0.05869999999999999
41.333333333333336,50min,50mM,00,0.058800000000000005
41.45,50min,50mM,00,0.058800000000000005
41.61666666666667,50min,50mM,00,0.058800000000000005
41.78333333333333,50min,50mM,00,0.0586
41.983333333333334,50min,50mM,00,0.058800000000000005
42.11666666666667,50min,50mM,00,0.0586
42.28333333333333,50min,50mM,00,0.0586
42.45,50min,50mM,00,0.05869999999999999
42.61666666666667,50min,50mM,00,0.058399999999999994
42.78333333333333,50min,50mM,00,0.05869999999999999
42.95,50min,50mM,00,0.058899999999999994
43.11666666666667,50min,50mM,00,0.05869999999999999
43.28333333333333,50min,50mM,00,0.058800000000000005
43.43333333333333,50min,50mM,00,0.05869999999999999
43.6,50min,50mM,00,0.058899999999999994
43.766666666666666,50min,50mM,00,0.058899999999999994
43.93333333333333,50min,50mM,00,0.05900000000000001
44.1,50min,50mM,00,0.05900000000000001
44.266666666666666,50min,50mM,00,0.058899999999999994
44.43333333333333,50min,50mM,00,0.058899999999999994
44.6,50min,50mM,00,0.05869999999999999
44.766666666666666,50min,50mM,00,0.058899999999999994
44.93333333333333,50min,50mM,00,0.0586
45.1,50min,50mM,00,0.05869999999999999
45.266666666666666,50min,50mM,00,0.05869999999999999
45.43333333333333,50min,50mM,00,0.058899999999999994
45.583333333333336,50min,50mM,00,0.05900000000000001
45.75,50min,50mM,00,0.058899999999999994
45.916666666666664,50min,50mM,00,0.058800000000000005
46.083333333333336,50min,50mM,00,0.05900000000000001
46.28333333333333,50min,50mM,00,0.058800000000000005
46.45,50min,50mM,00,0.058899999999999994
46.61666666666667,50min,50mM,00,0.058800000000000005
46.78333333333333,50min,50mM,00,0.058899999999999994
46.95,50min,50mM,00,0.058899999999999994
47.11666666666667,50min,50mM,00,0.058899999999999994
47.28333333333333,50min,50mM,00,0.0591
47.416666666666664,50min,50mM,00,0.05900000000000001
47.56666666666667,50min,50mM,00,0.058899999999999994
47.733333333333334,50min,50mM,00,0.05900000000000001
47.95,50min,50mM,00,0.0591
48.06666666666667,50min,50mM,00,0.05900000000000001
48.233333333333334,50min,50mM,00,0.05919999999999999
48.4,50min,50mM,00,0.058899999999999994
48.56666666666667,50min,50mM,00,0.058899999999999994
48.733333333333334,50min,50mM,00,0.05900000000000001
48.9,50min,50mM,00,0.0591
49.06666666666667,50min,50mM,00,0.058899999999999994
49.233333333333334,50min,50mM,00,0.05900000000000001
49.4,50min,50mM,00,0.0591
49.6,50min,50mM,00,0.058899999999999994
0.0,50min,50mM,00,1.7765
0.15,50min,50mM,00,1.9019
0.31666666666666665,50min,50mM,00,1.9236999999999997
0.48333333333333334,50min,50mM,00,1.9261
0.65,50min,50mM,00,1.9102
0.8166666666666667,50min,50mM,00,1.9142
0.9833333333333333,50min,50mM,00,1.9082999999999999
1.15,50min,50mM,00,1.9096
1.3166666666666667,50min,50mM,00,1.8985999999999998
1.4833333333333334,50min,50mM,00,1.8788
1.65,50min,50mM,00,1.8694
1.8,50min,50mM,00,1.8572
1.9666666666666666,50min,50mM,00,1.8465
2.1333333333333333,50min,50mM,00,1.8352
2.3,50min,50mM,00,1.8238999999999999
2.466666666666667,50min,50mM,00,1.811
2.6333333333333333,50min,50mM,00,1.7955999999999999
2.8,50min,50mM,00,1.7802
2.966666666666667,50min,50mM,00,1.7610999999999999
3.1333333333333333,50min,50mM,00,1.7426
3.3,50min,50mM,00,1.7238
3.466666666666667,50min,50mM,00,1.7026
3.6333333333333333,50min,50mM,00,1.6809999999999998
3.783333333333333,50min,50mM,00,1.6402999999999999
3.95,50min,50mM,00,1.6196
4.116666666666666,50min,50mM,00,1.5938999999999999
4.283333333333333,50min,50mM,00,1.5666
4.45,50min,50mM,00,1.5358999999999998
4.616666666666666,50min,50mM,00,1.5009
4.783333333333333,50min,50mM,00,1.4692999999999998
4.95,50min,50mM,00,1.4387999999999999
5.116666666666666,50min,50mM,00,1.3972
5.283333333333333,50min,50mM,00,1.3340999999999998
5.45,50min,50mM,00,1.2489
5.616666666666666,50min,50mM,00,1.1436
5.783333333333333,50min,50mM,00,1.0365
5.933333333333334,50min,50mM,00,0.92
6.1,50min,50mM,00,0.8172
6.266666666666667,50min,50mM,00,0.7353000000000001
6.433333333333334,50min,50mM,00,0.6543
6.6,50min,50mM,00,0.5842
6.766666666666667,50min,50mM,00,0.5211
6.933333333333334,50min,50mM,00,0.4774
7.1,50min,50mM,00,0.43939999999999996
7.266666666666667,50min,50mM,00,0.4006
7.433333333333334,50min,50mM,00,0.368
7.6,50min,50mM,00,0.3417
7.766666666666667,50min,50mM,00,0.3223
7.916666666666667,50min,50mM,00,0.30519999999999997
8.083333333333334,50min,50mM,00,0.2918
8.25,50min,50mM,00,0.2777
8.416666666666666,50min,50mM,00,0.2673
8.583333333333334,50min,50mM,00,0.2567
8.75,50min,50mM,00,0.24579999999999996
8.916666666666666,50min,50mM,00,0.2363
9.083333333333334,50min,50mM,00,0.22799999999999998
9.25,50min,50mM,00,0.22109999999999996
9.416666666666666,50min,50mM,00,0.21399999999999997
9.583333333333334,50min,50mM,00,0.20789999999999997
9.75,50min,50mM,00,0.20129999999999998
9.916666666666666,50min,50mM,00,0.196
10.066666666666666,50min,50mM,00,0.19079999999999997
10.233333333333333,50min,50mM,00,0.1855
10.4,50min,50mM,00,0.1805
10.566666666666666,50min,50mM,00,0.1755
10.733333333333333,50min,50mM,00,0.17049999999999998
10.9,50min,50mM,00,0.16510000000000002
11.066666666666666,50min,50mM,00,0.16049999999999998
11.233333333333333,50min,50mM,00,0.15599999999999997
11.4,50min,50mM,00,0.15139999999999998
11.566666666666666,50min,50mM,00,0.14789999999999998
11.733333333333333,50min,50mM,00,0.14389999999999997
11.883333333333333,50min,50mM,00,0.14079999999999998
12.05,50min,50mM,00,0.1377
12.216666666666667,50min,50mM,00,0.13479999999999998
12.383333333333333,50min,50mM,00,0.13190000000000002
12.55,50min,50mM,00,0.12919999999999998
12.716666666666667,50min,50mM,00,0.1266
12.883333333333333,50min,50mM,00,0.12380000000000001
13.05,50min,50mM,00,0.1213
13.216666666666667,50min,50mM,00,0.1191
13.383333333333333,50min,50mM,00,0.11620000000000001
13.55,50min,50mM,00,0.11370000000000001
13.716666666666667,50min,50mM,00,0.1115
13.883333333333333,50min,50mM,00,0.1092
14.033333333333333,50min,50mM,00,0.10729999999999999
14.2,50min,50mM,00,0.105
14.366666666666667,50min,50mM,00,0.10360000000000001
14.533333333333333,50min,50mM,00,0.10160000000000001
14.7,50min,50mM,00,0.09960000000000001
14.866666666666667,50min,50mM,00,0.0979
15.033333333333333,50min,50mM,00,0.09599999999999999
15.2,50min,50mM,00,0.09430000000000001
15.366666666666667,50min,50mM,00,0.09249999999999999
15.533333333333333,50min,50mM,00,0.0909
15.7,50min,50mM,00,0.0894
15.866666666666667,50min,50mM,00,0.0878
16.016666666666666,50min,50mM,00,0.08639999999999999
16.183333333333334,50min,50mM,00,0.0851
16.35,50min,50mM,00,0.08339999999999999
16.516666666666666,50min,50mM,00,0.0823
16.683333333333334,50min,50mM,00,0.08070000000000001
16.85,50min,50mM,00,0.07909999999999999
17.016666666666666,50min,50mM,00,0.07790000000000001
17.183333333333334,50min,50mM,00,0.07690000000000001
17.35,50min,50mM,00,0.07540000000000001
17.516666666666666,50min,50mM,00,0.07409999999999999
17.683333333333334,50min,50mM,00,0.07279999999999999
17.85,50min,50mM,00,0.07179999999999999
18.016666666666666,50min,50mM,00,0.0705
18.183333333333334,50min,50mM,00,0.0694
18.333333333333332,50min,50mM,00,0.0687
18.5,50min,50mM,00,0.06760000000000001
18.666666666666668,50min,50mM,00,0.06699999999999999
18.833333333333332,50min,50mM,00,0.06580000000000001
19.0,50min,50mM,00,0.0651
19.166666666666668,50min,50mM,00,0.06430000000000001
19.333333333333332,50min,50mM,00,0.06349999999999999
19.5,50min,50mM,00,0.06280000000000001
19.666666666666668,50min,50mM,00,0.0619
19.833333333333332,50min,50mM,00,0.061499999999999985
20.0,50min,50mM,00,0.06050000000000001
20.166666666666668,50min,50mM,00,0.059800000000000006
20.316666666666666,50min,50mM,00,0.05900000000000001
20.483333333333334,50min,50mM,00,0.0581
20.65,50min,50mM,00,0.0576
20.816666666666666,50min,50mM,00,0.05719999999999999
20.983333333333334,50min,50mM,00,0.05650000000000001
21.15,50min,50mM,00,0.05589999999999999
21.316666666666666,50min,50mM,00,0.0561
21.483333333333334,50min,50mM,00,0.055099999999999996
21.65,50min,50mM,00,0.05500000000000001
21.816666666666666,50min,50mM,00,0.05439999999999999
21.983333333333334,50min,50mM,00,0.05389999999999999
22.15,50min,50mM,00,0.053599999999999995
22.316666666666666,50min,50mM,00,0.05339999999999999
22.466666666666665,50min,50mM,00,0.053099999999999994
22.633333333333333,50min,50mM,00,0.05289999999999999
22.8,50min,50mM,00,0.052500000000000005
22.966666666666665,50min,50mM,00,0.0523
23.133333333333333,50min,50mM,00,0.052099999999999994
23.3,50min,50mM,00,0.0523
23.466666666666665,50min,50mM,00,0.05239999999999999
23.633333333333333,50min,50mM,00,0.052000000000000005
23.8,50min,50mM,00,0.05159999999999999
23.966666666666665,50min,50mM,00,0.051500000000000004
24.133333333333333,50min,50mM,00,0.05170000000000001
24.3,50min,50mM,00,0.05170000000000001
24.45,50min,50mM,00,0.05120000000000001
24.616666666666667,50min,50mM,00,0.051500000000000004
24.783333333333335,50min,50mM,00,0.051500000000000004
24.95,50min,50mM,00,0.05120000000000001
25.116666666666667,50min,50mM,00,0.0513
25.283333333333335,50min,50mM,00,0.051500000000000004
25.45,50min,50mM,00,0.05170000000000001
25.616666666666667,50min,50mM,00,0.0513
25.783333333333335,50min,50mM,00,0.05109999999999999
25.95,50min,50mM,00,0.05109999999999999
26.116666666666667,50min,50mM,00,0.05109999999999999
26.283333333333335,50min,50mM,00,0.051000000000000004
26.45,50min,50mM,00,0.0508
26.6,50min,50mM,00,0.05089999999999999
26.766666666666666,50min,50mM,00,0.05120000000000001
26.933333333333334,50min,50mM,00,0.05170000000000001
27.1,50min,50mM,00,0.05139999999999999
27.266666666666666,50min,50mM,00,0.051000000000000004
27.433333333333334,50min,50mM,00,0.05109999999999999
27.6,50min,50mM,00,0.05089999999999999
27.766666666666666,50min,50mM,00,0.05120000000000001
27.933333333333334,50min,50mM,00,0.05120000000000001
28.1,50min,50mM,00,0.05139999999999999
28.266666666666666,50min,50mM,00,0.05159999999999999
28.433333333333334,50min,50mM,00,0.05089999999999999
28.583333333333332,50min,50mM,00,0.05139999999999999
28.75,50min,50mM,00,0.05109999999999999
28.916666666666668,50min,50mM,00,0.0518
29.083333333333332,50min,50mM,00,0.05070000000000001
29.25,50min,50mM,00,0.05070000000000001
29.416666666666668,50min,50mM,00,0.0508
29.583333333333332,50min,50mM,00,0.05089999999999999
29.75,50min,50mM,00,0.05109999999999999
29.916666666666668,50min,50mM,00,0.051000000000000004
30.083333333333332,50min,50mM,00,0.05120000000000001
30.25,50min,50mM,00,0.05120000000000001
30.416666666666668,50min,50mM,00,0.05089999999999999
30.583333333333332,50min,50mM,00,0.05120000000000001
30.733333333333334,50min,50mM,00,0.0513
30.9,50min,50mM,00,0.051000000000000004
31.066666666666666,50min,50mM,00,0.05120000000000001
31.233333333333334,50min,50mM,00,0.05109999999999999
31.4,50min,50mM,00,0.05139999999999999
31.566666666666666,50min,50mM,00,0.05189999999999999
31.733333333333334,50min,50mM,00,0.0518
31.9,50min,50mM,00,0.05170000000000001
32.06666666666667,50min,50mM,00,0.05120000000000001
32.233333333333334,50min,50mM,00,0.05109999999999999
32.4,50min,50mM,00,0.0513
32.56666666666667,50min,50mM,00,0.0513
32.733333333333334,50min,50mM,00,0.052000000000000005
32.88333333333333,50min,50mM,00,0.0513
33.05,50min,50mM,00,0.051500000000000004
33.21666666666667,50min,50mM,00,0.0513
33.38333333333333,50min,50mM,00,0.05120000000000001
33.55,50min,50mM,00,0.05109999999999999
33.71666666666667,50min,50mM,00,0.05120000000000001
33.88333333333333,50min,50mM,00,0.051500000000000004
34.05,50min,50mM,00,0.0513
34.21666666666667,50min,50mM,00,0.0513
34.38333333333333,50min,50mM,00,0.05139999999999999
34.55,50min,50mM,00,0.0513
34.71666666666667,50min,50mM,00,0.0513
34.86666666666667,50min,50mM,00,0.0513
35.03333333333333,50min,50mM,00,0.0513
35.2,50min,50mM,00,0.05159999999999999
35.36666666666667,50min,50mM,00,0.05139999999999999
35.53333333333333,50min,50mM,00,0.0513
35.7,50min,50mM,00,0.05159999999999999
35.86666666666667,50min,50mM,00,0.0513
36.03333333333333,50min,50mM,00,0.05139999999999999
36.2,50min,50mM,00,0.052000000000000005
36.36666666666667,50min,50mM,00,0.052000000000000005
36.53333333333333,50min,50mM,00,0.05159999999999999
36.7,50min,50mM,00,0.05139999999999999
36.85,50min,50mM,00,0.05159999999999999
37.016666666666666,50min,50mM,00,0.05220000000000001
37.18333333333333,50min,50mM,00,0.052000000000000005
37.35,50min,50mM,00,0.052000000000000005
37.516666666666666,50min,50mM,00,0.0518
37.68333333333333,50min,50mM,00,0.0513
37.85,50min,50mM,00,0.05159999999999999
38.016666666666666,50min,50mM,00,0.052000000000000005
38.15,50min,50mM,00,0.052099999999999994
38.31666666666667,50min,50mM,00,0.05159999999999999
38.483333333333334,50min,50mM,00,0.051500000000000004
38.65,50min,50mM,00,0.051500000000000004
38.81666666666667,50min,50mM,00,0.05189999999999999
38.983333333333334,50min,50mM,00,0.0523
39.15,50min,50mM,00,0.05220000000000001
39.31666666666667,50min,50mM,00,0.052099999999999994
39.46666666666667,50min,50mM,00,0.05239999999999999
39.63333333333333,50min,50mM,00,0.05239999999999999
39.8,50min,50mM,00,0.05239999999999999
40.0,50min,50mM,00,0.052099999999999994
40.13333333333333,50min,50mM,00,0.05220000000000001
40.3,50min,50mM,00,0.05220000000000001
40.46666666666667,50min,50mM,00,0.0523
40.63333333333333,50min,50mM,00,0.05239999999999999
40.8,50min,50mM,00,0.0523
41.0,50min,50mM,00,0.05220000000000001
41.166666666666664,50min,50mM,00,0.052500000000000005
41.333333333333336,50min,50mM,00,0.052500000000000005
41.45,50min,50mM,00,0.052599999999999994
41.61666666666667,50min,50mM,00,0.052500000000000005
41.78333333333333,50min,50mM,00,0.052099999999999994
41.983333333333334,50min,50mM,00,0.0523
42.11666666666667,50min,50mM,00,0.052599999999999994
42.28333333333333,50min,50mM,00,0.0528
42.45,50min,50mM,00,0.05189999999999999
42.61666666666667,50min,50mM,00,0.05159999999999999
42.78333333333333,50min,50mM,00,0.05189999999999999
42.95,50min,50mM,00,0.05189999999999999
43.11666666666667,50min,50mM,00,0.052500000000000005
43.28333333333333,50min,50mM,00,0.052099999999999994
43.43333333333333,50min,50mM,00,0.05159999999999999
43.6,50min,50mM,00,0.05239999999999999
43.766666666666666,50min,50mM,00,0.052500000000000005
43.93333333333333,50min,50mM,00,0.052599999999999994
44.1,50min,50mM,00,0.05239999999999999
44.266666666666666,50min,50mM,00,0.052500000000000005
44.43333333333333,50min,50mM,00,0.05270000000000001
44.6,50min,50mM,00,0.052500000000000005
44.766666666666666,50min,50mM,00,0.052500000000000005
44.93333333333333,50min,50mM,00,0.05189999999999999
45.1,50min,50mM,00,0.05239999999999999
45.266666666666666,50min,50mM,00,0.05239999999999999
45.43333333333333,50min,50mM,00,0.05239999999999999
45.583333333333336,50min,50mM,00,0.05239999999999999
45.75,50min,50mM,00,0.052599999999999994
45.916666666666664,50min,50mM,00,0.052599999999999994
46.083333333333336,50min,50mM,00,0.05239999999999999
46.28333333333333,50min,50mM,00,0.052599999999999994
46.45,50min,50mM,00,0.052099999999999994
46.61666666666667,50min,50mM,00,0.052099999999999994
46.78333333333333,50min,50mM,00,0.052599999999999994
46.95,50min,50mM,00,0.052599999999999994
47.11666666666667,50min,50mM,00,0.05220000000000001
47.28333333333333,50min,50mM,00,0.0528
47.416666666666664,50min,50mM,00,0.052000000000000005
47.56666666666667,50min,50mM,00,0.052500000000000005
47.733333333333334,50min,50mM,00,0.05239999999999999
47.95,50min,50mM,00,0.05270000000000001
48.06666666666667,50min,50mM,00,0.052599999999999994
48.233333333333334,50min,50mM,00,0.052099999999999994
48.4,50min,50mM,00,0.05239999999999999
48.56666666666667,50min,50mM,00,0.0523
48.733333333333334,50min,50mM,00,0.053000000000000005
48.9,50min,50mM,00,0.05189999999999999
49.06666666666667,50min,50mM,00,0.05189999999999999
49.233333333333334,50min,50mM,00,0.052000000000000005
49.4,50min,50mM,00,0.05270000000000001
49.6,50min,50mM,00,0.052500000000000005
50.0,50min,50mM,01,0.2672
50.15,50min,50mM,01,1.0246
50.31666666666667,50min,50mM,01,1.5829
50.483333333333334,50min,50mM,01,1.6694
50.65,50min,50mM,01,1.7494999999999998
50.81666666666667,50min,50mM,01,1.7485
50.983333333333334,50min,50mM,01,1.7203
51.15,50min,50mM,01,1.714
51.31666666666667,50min,50mM,01,1.6986999999999999
51.46666666666667,50min,50mM,01,1.7152999999999998
51.63333333333333,50min,50mM,01,1.7188999999999999
51.8,50min,50mM,01,1.6825999999999999
51.96666666666667,50min,50mM,01,1.6477
52.13333333333333,50min,50mM,01,1.6536
52.3,50min,50mM,01,1.666
52.46666666666667,50min,50mM,01,1.6658
52.63333333333333,50min,50mM,01,1.6668999999999998
52.8,50min,50mM,01,1.6706999999999999
52.96666666666667,50min,50mM,01,1.6705999999999999
53.13333333333333,50min,50mM,01,1.6359
53.3,50min,50mM,01,1.5648
53.45,50min,50mM,01,1.4857
53.61666666666667,50min,50mM,01,1.3704999999999998
53.78333333333333,50min,50mM,01,1.2745
53.95,50min,50mM,01,1.1757
54.11666666666667,50min,50mM,01,1.0779999999999998
54.28333333333333,50min,50mM,01,0.9766
54.45,50min,50mM,01,0.8842
54.61666666666667,50min,50mM,01,0.8229000000000001
54.78333333333333,50min,50mM,01,0.7734000000000001
54.95,50min,50mM,01,0.7176
55.11666666666667,50min,50mM,01,0.6468
55.28333333333333,50min,50mM,01,0.5555
55.45,50min,50mM,01,0.4601
55.6,50min,50mM,01,0.3724
55.766666666666666,50min,50mM,01,0.28859999999999997
55.93333333333334,50min,50mM,01,0.21989999999999998
56.1,50min,50mM,01,0.1618
56.266666666666666,50min,50mM,01,0.11819999999999999
56.43333333333334,50min,50mM,01,0.08919999999999999
56.6,50min,50mM,01,0.0732
56.766666666666666,50min,50mM,01,0.0657
56.93333333333334,50min,50mM,01,0.06319999999999999
57.1,50min,50mM,01,0.0644
57.266666666666666,50min,50mM,01,0.0667
57.43333333333334,50min,50mM,01,0.0677
57.583333333333336,50min,50mM,01,0.0659
57.75,50min,50mM,01,0.0611
57.916666666666664,50min,50mM,01,0.059300000000000005
58.083333333333336,50min,50mM,01,0.058800000000000005
58.25,50min,50mM,01,0.058800000000000005
58.416666666666664,50min,50mM,01,0.058800000000000005
58.583333333333336,50min,50mM,01,0.0586
58.75,50min,50mM,01,0.05850000000000001
58.916666666666664,50min,50mM,01,0.0586
59.083333333333336,50min,50mM,01,0.05819999999999999
59.25,50min,50mM,01,0.05850000000000001
59.416666666666664,50min,50mM,01,0.05869999999999999
59.583333333333336,50min,50mM,01,0.058300000000000005
59.733333333333334,50min,50mM,01,0.058300000000000005
59.9,50min,50mM,01,0.0586
60.06666666666666,50min,50mM,01,0.058399999999999994
60.233333333333334,50min,50mM,01,0.058399999999999994
60.4,50min,50mM,01,0.058300000000000005
60.56666666666666,50min,50mM,01,0.058300000000000005
60.733333333333334,50min,50mM,01,0.05869999999999999
60.9,50min,50mM,01,0.058899999999999994
61.06666666666666,50min,50mM,01,0.05919999999999999
61.233333333333334,50min,50mM,01,0.0596
61.4,50min,50mM,01,0.0596
61.56666666666666,50min,50mM,01,0.0596
61.733333333333334,50min,50mM,01,0.0596
61.9,50min,50mM,01,0.0596
62.05,50min,50mM,01,0.05969999999999999
62.21666666666667,50min,50mM,01,0.0596
62.38333333333333,50min,50mM,01,0.059800000000000006
62.55,50min,50mM,01,0.05950000000000001
62.71666666666667,50min,50mM,01,0.059800000000000006
62.88333333333333,50min,50mM,01,0.0596
63.05,50min,50mM,01,0.059300000000000005
63.21666666666667,50min,50mM,01,0.059300000000000005
63.38333333333333,50min,50mM,01,0.059399999999999994
63.55,50min,50mM,01,0.0596
63.71666666666667,50min,50mM,01,0.0596
63.86666666666667,50min,50mM,01,0.05950000000000001
64.03333333333333,50min,50mM,01,0.059399999999999994
64.2,50min,50mM,01,0.0596
64.36666666666667,50min,50mM,01,0.0596
64.53333333333333,50min,50mM,01,0.059399999999999994
64.7,50min,50mM,01,0.05950000000000001
64.86666666666667,50min,50mM,01,0.05950000000000001
65.03333333333333,50min,50mM,01,0.05950000000000001
65.2,50min,50mM,01,0.059399999999999994
65.36666666666667,50min,50mM,01,0.0596
65.53333333333333,50min,50mM,01,0.05950000000000001
65.7,50min,50mM,01,0.059399999999999994
65.86666666666667,50min,50mM,01,0.05950000000000001
66.01666666666667,50min,50mM,01,0.0596
66.18333333333334,50min,50mM,01,0.0596
66.35,50min,50mM,01,0.0596
66.51666666666667,50min,50mM,01,0.0596
66.68333333333334,50min,50mM,01,0.0596
66.85,50min,50mM,01,0.05950000000000001
67.01666666666667,50min,50mM,01,0.0596
67.18333333333334,50min,50mM,01,0.05969999999999999
67.35,50min,50mM,01,0.0596
67.51666666666667,50min,50mM,01,0.05950000000000001
67.68333333333334,50min,50mM,01,0.05969999999999999
67.85,50min,50mM,01,0.0596
68.0,50min,50mM,01,0.0596
68.16666666666667,50min,50mM,01,0.05969999999999999
68.33333333333333,50min,50mM,01,0.05969999999999999
68.5,50min,50mM,01,0.05950000000000001
68.66666666666667,50min,50mM,01,0.0596
68.83333333333333,50min,50mM,01,0.05950000000000001
69.0,50min,50mM,01,0.05969999999999999
69.16666666666667,50min,50mM,01,0.059800000000000006
69.33333333333333,50min,50mM,01,0.05969999999999999
69.5,50min,50mM,01,0.0596
69.66666666666667,50min,50mM,01,0.05969999999999999
69.83333333333333,50min,50mM,01,0.0596
