Time,entry,Refuel_time,EDC,Cycle,variable,value
34.5,00,8min,50mM,02,C4,0.021699999999999997
34.66666666666667,00,8min,50mM,02,C4,0.021500000000000005
34.83333333333333,00,8min,50mM,02,C4,0.0213
35.0,00,8min,50mM,02,C4,0.021099999999999994
35.16666666666667,00,8min,50mM,02,C4,0.0208
35.33333333333333,00,8min,50mM,02,C4,0.0203
35.5,00,8min,50mM,02,C4,0.020199999999999996
35.66666666666667,00,8min,50mM,02,C4,0.020099999999999993
35.81666666666666,00,8min,50mM,02,C4,0.019799999999999998
35.983333333333334,00,8min,50mM,02,C4,0.0194
36.15,00,8min,50mM,02,C4,0.019199999999999995
36.31666666666666,00,8min,50mM,02,C4,0.019000000000000003
36.483333333333334,00,8min,50mM,02,C4,0.019099999999999992
36.65,00,8min,50mM,02,C4,0.018699999999999994
36.81666666666666,00,8min,50mM,02,C4,0.01859999999999999
36.983333333333334,00,8min,50mM,02,C4,0.01859999999999999
37.15,00,8min,50mM,02,C4,0.018000000000000002
37.31666666666666,00,8min,50mM,02,C4,0.018000000000000002
37.483333333333334,00,8min,50mM,02,C4,0.0179
37.65,00,8min,50mM,02,C4,0.017799999999999996
37.8,00,8min,50mM,02,C4,0.017799999999999996
37.983333333333334,00,8min,50mM,02,C4,0.0175
38.13333333333333,00,8min,50mM,02,C4,0.017699999999999994
38.3,00,8min,50mM,02,C4,0.0179
38.46666666666667,00,8min,50mM,02,C4,0.0175
38.63333333333333,00,8min,50mM,02,C4,0.0175
38.8,00,8min,50mM,02,C4,0.0174
38.96666666666667,00,8min,50mM,02,C4,0.0174
39.13333333333333,00,8min,50mM,02,C4,0.0175
39.3,00,8min,50mM,02,C4,0.017600000000000005
39.46666666666667,00,8min,50mM,02,C4,0.0174
39.63333333333333,00,8min,50mM,02,C4,0.0174
39.8,00,8min,50mM,02,C4,0.017299999999999996
39.96666666666667,00,8min,50mM,02,C4,0.017100000000000004
40.11666666666667,00,8min,50mM,02,C4,0.017100000000000004
40.28333333333333,00,8min,50mM,02,C4,0.0169
40.45,00,8min,50mM,02,C4,0.017
40.63333333333333,00,8min,50mM,02,C4,0.016799999999999995
40.8,00,8min,50mM,02,C4,0.016799999999999995
40.96666666666667,00,8min,50mM,02,C4,0.016600000000000004
41.13333333333333,00,8min,50mM,02,C4,0.0165
41.3,00,8min,50mM,02,C4,0.016600000000000004
41.45,00,8min,50mM,02,C4,0.016699999999999993
41.61666666666667,00,8min,50mM,02,C4,0.016600000000000004
41.78333333333333,00,8min,50mM,02,C4,0.016799999999999995
41.95,00,8min,50mM,02,C4,0.016799999999999995
42.11666666666667,00,8min,50mM,02,C4,0.016699999999999993
42.28333333333333,00,8min,50mM,02,C4,0.016399999999999998
42.45,00,8min,50mM,02,C4,0.016399999999999998
42.61666666666667,00,8min,50mM,02,C4,0.016399999999999998
42.78333333333333,00,8min,50mM,02,C4,0.016600000000000004
42.95,00,8min,50mM,02,C4,0.016399999999999998
43.11666666666667,00,8min,50mM,02,C4,0.0165
43.266666666666666,00,8min,50mM,02,C4,0.0165
43.43333333333334,00,8min,50mM,02,C4,0.016299999999999995
43.6,00,8min,50mM,02,C4,0.016399999999999998
43.766666666666666,00,8min,50mM,02,C4,0.016399999999999998
43.93333333333334,00,8min,50mM,02,C4,0.016199999999999992
44.1,00,8min,50mM,02,C4,0.016399999999999998
44.266666666666666,00,8min,50mM,02,C4,0.016199999999999992
44.43333333333334,00,8min,50mM,02,C4,0.016199999999999992
44.6,00,8min,50mM,02,C4,0.016100000000000003
44.75,00,8min,50mM,02,C4,0.016100000000000003
44.91666666666667,00,8min,50mM,02,C4,0.0165
45.08333333333333,00,8min,50mM,02,C4,0.016399999999999998
45.25,00,8min,50mM,02,C4,0.0165
45.41666666666667,00,8min,50mM,02,C4,0.016299999999999995
45.58333333333333,00,8min,50mM,02,C4,0.016399999999999998
45.766666666666666,00,8min,50mM,02,C4,0.016399999999999998
45.93333333333334,00,8min,50mM,02,C4,0.016199999999999992
46.1,00,8min,50mM,02,C4,0.016299999999999995
46.266666666666666,00,8min,50mM,02,C4,0.0165
46.41666666666667,00,8min,50mM,02,C4,0.015899999999999997
46.58333333333333,00,8min,50mM,02,C4,0.016399999999999998
46.71666666666667,00,8min,50mM,02,C4,0.016299999999999995
46.88333333333333,00,8min,50mM,02,C4,0.016199999999999992
47.05,00,8min,50mM,02,C4,0.016199999999999992
47.21666666666667,00,8min,50mM,02,C4,0.016299999999999995
47.38333333333333,00,8min,50mM,02,C4,0.016100000000000003
47.55,00,8min,50mM,02,C4,0.016799999999999995
47.71666666666667,00,8min,50mM,02,C4,0.016299999999999995
