median_diameter,Time_point_sec,min,lower,upper
6.26491215737574,107.0,1.7833333333333334,5.212645074567989,7.155611537672496
5.939340853589796,120.56465287589914,2.009410881264986,5.033264048147566,7.1952875659273055
4.597391001399464,134.12930575179828,2.235488429196638,4.133467102535251,5.521672745646999
4.7934454573385405,147.6939586276974,2.46156597712829,3.5847939445636956,6.630673732405313
3.971837177888472,161.25861150359657,2.6876435250599426,3.2732765028668904,5.138790242884817
6.473313291734873,174.8232643794957,2.9137210729915948,5.747116886014629,7.066121299634922
7.365599937283114,188.38791725539483,3.139798620923247,5.801697292372539,8.321851862650856
5.83299334380418,201.95257013129395,3.365876168854899,4.3925947556106335,7.780480199845403
6.3469365429432445,215.5172230071931,3.5919537167865516,5.685946292636926,7.44677069754733
6.50735373656656,229.08187588309227,3.8180312647182046,5.65998293191019,6.9928551563240715
5.939340853589796,242.6465287589914,4.044108812649856,5.3247700536317275,6.685976389331786
5.82667716074562,256.2111816348905,4.2701863605815085,5.227059549854394,7.071399609480898
5.9486323735727655,269.77583451078965,4.496263908513161,5.166832649432571,6.955897565675012
6.0742037558781155,283.3404873866888,4.722341456444813,5.113104509471358,7.080412661452878
5.6534734611745945,296.9051402625879,4.948419004376465,4.996551201761939,6.685976389331786
5.7053412766178395,310.4697931384871,5.174496552308118,5.113104509471358,7.266580195849854
6.188308615017704,324.0344460143862,5.40057410023977,5.317845763554159,6.8708876843749875
6.019397789491964,337.59909889028535,5.626651648171422,5.400302479533414,7.071399609480898
6.641771102065191,351.16375176618453,5.852729196103075,5.548283370850644,7.642000939166306
7.12584267107389,364.72840464208366,6.078806744034727,6.318950179898186,7.9511702172795875
7.5254642293952845,378.2930575179828,6.3048842919663795,6.416177899642364,8.095963571291088
7.939760008507823,391.8577103938819,6.530961839898032,5.858189976614004,8.650024689107935
7.6564425286255755,405.42236326978104,6.757039387829684,6.0438173534098185,8.730531185160052
7.61284965374449,418.9870161456802,6.983116935761336,6.586097269182712,9.443708313871014
7.627532006769361,432.5516690215793,7.209194483692988,5.914489946046391,8.760004969645665
7.794665225660049,446.1163218974785,7.435272031624641,6.317862012864969,8.856156794813936
7.837066255933856,459.6809747733776,7.661349579556293,6.0742037558781155,9.693839620221514
8.089081143420826,473.24562764927674,7.887427127487945,6.364317506227674,9.47477035339748
7.841763329328828,486.81028052517587,8.113504675419598,6.092362850967717,9.477266681099103
7.7615265049440785,500.374933401075,8.33958222335125,6.037721721648691,9.669146370128255
7.613035575535119,513.9395862769742,8.565659771282903,6.019397789491964,9.302280399898954
7.804107585543174,527.5042391528733,8.791737319214555,6.558083117237065,9.322051475125546
7.902571232594257,541.0688920287724,9.017814867146207,7.125999111054846,9.05618827200506
7.3597083123754246,554.6335449046716,9.243892415077859,5.179622126281259,8.677533275511887
8.036561819098635,568.1981977805707,9.469969963009511,6.5972696220295886,9.114336169618195
7.296920954935217,581.7628506564699,9.696047510941165,5.769520362714008,8.8769215520289
8.111504861030566,595.3275035323691,9.922125058872817,7.3822092796688965,9.389096158049387
7.789939753733967,608.8921564082682,10.14820260680447,7.276707838668236,9.098161647254548
8.031978663995861,622.4568092841673,10.374280154736121,6.9293786068894665,9.311868739574184
8.64575729805696,636.0214621600664,10.600357702667774,7.916419846724133,10.336982273951026
8.568761839921883,649.5861150359656,10.826435250599426,7.622702926192375,10.095840015133255
8.776738517805953,663.1507679118647,11.052512798531078,7.6564425286255755,10.118911851010688
9.016853835645168,676.7154207877638,11.27859034646273,7.627532006769361,10.107866181002988
9.355782575799097,690.280073663663,11.504667894394382,7.86172025129319,10.715220347987717
9.889137544770605,703.8447265395621,11.730745442326034,8.222193832989863,10.96797254138649
10.773296179691021,717.4093794154612,11.956822990257686,9.194782002798927,11.995898232572404
11.277599353809247,730.9740322913603,12.182900538189338,9.697637402784537,12.148407511756231
10.531324116353987,744.5386851672595,12.40897808612099,9.222772271511406,11.792936512817683
10.566230821669164,758.1033380431586,12.635055634052643,9.314148081186596,11.532656746668039
9.952091219710823,771.6679909190578,12.861133181984297,9.049182898304098,11.537556347554196
9.65577963965024,785.232643794957,13.087210729915949,9.00050413255569,11.355690991941453
10.247790912141053,798.7972966708561,13.313288277847601,9.057598976907801,11.303689844095713
10.952946173164442,812.3619495467552,13.539365825779253,9.515057217104797,12.050992540152258
10.253166551085418,825.9266024226544,13.765443373710905,8.944278781788471,11.441417680491268
9.426135953961413,839.4912552985535,13.991520921642557,8.527839760561406,10.256725976504645
8.897637849868993,853.0559081744526,14.21759846957421,7.651631694013844,10.095748848895418
8.249098296039861,866.6205610503517,14.443676017505862,7.1268924026725005,9.290397558684804
7.953660970435428,880.1852139262509,14.669753565437514,7.246282446156814,8.650024689107935
7.246282446156814,893.74986680215,14.895831113369166,6.766030477599837,8.373151848043015
7.52021732494559,907.3145196780492,15.12190866130082,6.543982081626849,8.144006725144559
7.367230144966416,920.8791725539484,15.347986209232472,6.608423086665447,7.967537679393522
7.342197010592656,934.4438254298475,15.574063757164124,6.37587849215263,7.995218843309476
7.243544570471514,948.0084783057466,15.800141305095776,6.282794977853951,7.888580242749554
7.50587297931162,961.5731311816457,16.02621885302743,6.6914815169744974,8.031978663995861
7.066190474623322,975.1377840575449,16.252296400959082,6.370100621919976,7.690034101830173
7.208058794528606,988.702436933444,16.478373948890734,6.524307357316518,7.841740834955948
7.164470329109021,1002.2670898093431,16.704451496822387,6.518661049588728,7.733008858594051
7.016506397767275,1015.8317426852423,16.93052904475404,6.444806378976074,7.648334646470057
7.040017037713794,1029.3963955611414,17.15660659268569,6.438806456228131,7.510872703502966
6.870674523556644,1042.9610484370405,17.382684140617343,6.291007596948031,7.317078233544424
6.746285720683909,1056.5257013129399,17.608761688549,6.025511958452159,7.261511077551839
6.524307357316518,1070.0903541888388,17.834839236480647,5.914489946046391,7.0732128363110105
