,Unnamed: 0,sec,I
0,0,0.0,1.169316824998369
1,1,0.13,1.287809992760151
2,2,0.26,1.2567322259819065
3,3,0.39,1.1116060440304445
4,4,0.52,1.1719663555319175
5,5,0.65,0.9921049298112136
6,6,0.78,1.085424405526049
7,7,0.91,1.1783165326501
8,8,1.04,1.1840795476067647
9,9,1.17,0.9489639510198288
10,10,1.3,1.1720824765900886
11,11,1.4300000000000002,1.0577065703754551
12,12,1.56,0.9177262061754684
13,13,1.69,1.0230426479948094
14,14,1.82,1.08835071342902
15,15,1.95,0.3522020188212031
16,16,2.08,0.3168165484610455
17,17,2.21,0.2591470466232127
18,18,2.34,0.3032568972004991
19,19,2.47,0.3014470772001631
20,20,2.6,0.3791728768101723
21,21,2.73,0.2522414283360792
22,22,2.8600000000000003,0.3024559603628826
23,23,2.99,0.2768677506878972
24,24,3.12,0.2686801125116942
25,25,3.25,0.2780100373843812
26,26,3.38,0.2790448958467114
27,27,3.51,0.3243078423894877
28,28,3.64,0.2836540914825708
29,29,3.77,0.2942121592882937
30,30,3.9,0.2534823525038691
31,31,4.03,0.2465310197115038
32,32,4.16,0.3008172868817186
33,33,4.29,0.3197810733820793
34,34,4.42,0.3354782943480352
35,35,4.55,0.2944213864567629
36,36,4.68,0.2842353082340825
37,37,4.8100000000000005,0.30372758507925
38,38,4.94,0.2717147650509217
39,39,5.07,0.2929881632442935
40,40,5.2,0.3175351300891987
41,41,5.33,0.3138580804435874
42,42,5.46,0.279082870394443
43,43,5.59,0.3877933341080894
44,44,5.720000000000001,0.3356352834009913
45,45,5.8500000000000005,0.3058001345703384
46,46,5.98,0.2678434936516125
47,47,6.11,0.3360140258505581
48,48,6.24,0.3239127616095477
49,49,6.37,0.2754797458458118
50,50,6.5,0.3074511794115243
51,51,6.63,0.2672509016378417
52,52,6.76,0.295065537755786
53,53,6.890000000000001,0.3020786674586551
54,54,7.0200000000000005,0.328414049826688
55,55,7.15,0.3008735980466447
56,56,7.28,0.3931967682066961
57,57,7.41,0.3523847364991707
58,58,7.54,0.2996236975736033
59,59,7.67,0.326112935757402
60,60,7.800000000000001,0.2977005577226612
61,61,7.930000000000001,0.3149558265896299
62,62,8.06,0.2847400460337053
63,63,8.19,0.3054497713537528
64,64,8.32,0.3208842475409799
65,65,8.450000000000001,0.2555456129421282
66,66,8.58,0.3346278840678697
67,67,8.71,0.3079562789732931
68,68,8.84,0.4445220764113648
69,69,8.97,0.374387698750247
70,70,9.1,0.3479627018536544
71,71,9.23,0.3905165631754665
72,72,9.36,0.3205951018327655
73,73,9.49,0.3298649572366453
74,74,9.62,0.4055494540187249
75,75,9.75,0.3830793414076929
76,76,9.88,0.3219279093681087
77,77,10.01,0.3481111300722779
78,78,10.14,0.3288055007023696
79,79,10.27,0.284181546408036
80,80,10.4,0.3320701678787699
81,81,10.53,0.3264057000500028
82,82,10.66,0.2828855248673947
83,83,10.79,0.3126655626112491
84,84,10.92,0.3011486902112676
85,85,11.05,0.3535995369356829
86,86,11.18,0.3521685151821805
87,87,11.31,0.2955020604336354
88,88,11.44,0.4122177519364099
89,89,11.57,0.2912355936583963
90,90,11.7,0.3202958152232467
91,91,11.83,0.2941098294340573
92,92,11.96,0.3390929744584888
93,93,12.09,0.3626290376320102
94,94,12.22,0.3786583974923257
95,95,12.35,0.3355358517899283
96,96,12.48,0.3785430126454079
97,97,12.61,0.4668242414394142
98,98,12.74,0.2874059552994137
99,99,12.87,0.3356903064397121
100,100,13.0,0.3182152641931711
101,101,13.13,0.3123395415783374
102,102,13.26,0.3636085404795183
103,103,13.39,0.3719306033716563
104,104,13.52,0.4178879669366016
105,105,13.65,0.3419103534607789
106,106,13.78,0.4100406792940457
107,107,13.91,0.3926155139335023
108,108,14.04,0.3631332098552059
109,109,14.17,0.425203425402696
110,110,14.3,0.329059106537285
111,111,14.43,0.3094956565474219
112,112,14.56,0.4078276846842147
113,113,14.69,0.3410815715977016
114,114,14.82,0.3608189511477971
115,115,14.95,0.3417209102754557
116,116,15.08,0.3760940436541993
117,117,15.21,0.2798297882357042
118,118,15.34,0.3633300901411669
119,119,15.47,0.3875024622747335
120,120,15.6,0.2758631453512882
121,121,15.73,0.3967981391038775
122,122,15.86,0.3327804116977752
123,123,15.99,0.3644068313034605
124,124,16.12,0.4401464841193988
125,125,16.25,0.4692737851432296
126,126,16.38,0.3446925757445259
127,127,16.51,0.3580587105526462
128,128,16.64,0.4012340314392036
129,129,16.77,0.3439408497787975
130,130,16.900000000000002,0.3746874419284314
131,131,17.03,0.3942397784234525
132,132,17.16,0.3823146927037454
133,133,17.29,0.3975769491282167
134,134,17.42,0.3731425014798245
135,135,17.55,0.3645024789957517
136,136,17.68,0.4097744890446307
137,137,17.810000000000002,0.3986079012267062
138,138,17.94,0.3961996184328192
139,139,18.07,0.3933781117824181
140,140,18.2,0.3756690845179307
141,141,18.33,0.4161211353961352
142,142,18.46,0.3589665259122744
143,143,18.59,0.3798413255889606
144,144,18.72,0.3598443892493413
145,145,18.85,0.4680737114596622
146,146,18.98,0.3982667663663886
147,147,19.11,0.3299287044952986
148,148,19.24,0.4454563194923147
149,149,19.37,0.3438020213916378
150,150,19.5,0.3705848085569272
151,151,19.63,0.389877687886231
152,152,19.76,0.3674011273432167
153,153,19.89,0.3687790123206461
154,154,20.02,0.4551714662645554
155,155,20.15,0.3828176751908844
156,156,20.28,0.3873496754840194
157,157,20.41,0.4570597038943615
158,158,20.54,0.417626443790567
159,159,20.67,0.3651863295428791
160,160,20.8,0.3576797363962201
161,161,20.93,0.4987391368624996
162,162,21.06,0.420456873211039
163,163,21.19,0.3782180387260198
164,164,21.32,0.3624587282099909
165,165,21.45,0.4194312709385135
166,166,21.58,0.4145114974198546
167,167,21.71,0.3670952227117826
168,168,21.84,0.3781113662284582
169,169,21.97,0.4534159690526787
170,170,22.1,0.3362663492633844
171,171,22.23,0.3558131119297032
172,172,22.36,0.4261131472086266
173,173,22.49,0.4490494295994556
174,174,22.62,0.4568165288110623
175,175,22.75,0.4439685467079307
176,176,22.880000000000003,0.4202549114289454
177,177,23.01,0.3975123439071957
178,178,23.14,0.4449054918186156
179,179,23.27,0.3482603162011171
180,180,23.4,0.3850969237275961
181,181,23.53,0.343385493861077
182,182,23.66,0.4402387892960703
183,183,23.79,0.5452591887148891
184,184,23.92,0.3724291064132602
185,185,24.05,0.4131726901525336
186,186,24.18,0.4025909167762457
187,187,24.31,0.4587961277361962
188,188,24.44,0.4539068964623753
189,189,24.57,0.4383630346241035
190,190,24.7,0.4464667655271248
191,191,24.83,0.3771837166100673
192,192,24.96,0.3787992348195714
193,193,25.09,0.3646824152179619
194,194,25.22,0.4246451985569721
195,195,25.35,0.4010998681794936
196,196,25.48,0.4086563083605209
197,197,25.61,0.3817842352765998
198,198,25.74,0.3394295331269755
199,199,25.87,0.4576475601327634
200,200,26.0,0.4363550533313936
201,201,26.130000000000003,0.381330107473643
202,202,26.26,0.3257597960447672
203,203,26.39,0.3678307641115488
204,204,26.52,0.4186189287453207
205,205,26.65,0.3663571824749487
206,206,26.78,0.3979668195996912
207,207,26.91,0.3624174466710371
208,208,27.04,0.3715295006084699
209,209,27.17,0.3733843766902799
210,210,27.3,0.4396371949984713
211,211,27.43,0.4322672026810601
212,212,27.56,0.4045352494085862
213,213,27.69,0.3492103759543029
214,214,27.82,0.3714920424530674
215,215,27.95,0.4604819235787541
216,216,28.08,0.3699073902859284
217,217,28.21,0.5168191823858366
218,218,28.34,0.4551985152425638
219,219,28.47,0.4458433471770177
220,220,28.6,0.4331061675555061
221,221,28.73,0.4402492128655618
222,222,28.86,0.4091352953176473
223,223,28.99,0.3586447787804149
224,224,29.12,0.4578890609150028
225,225,29.25,0.4454963602866876
226,226,29.380000000000003,0.3877821082805449
227,227,29.51,0.4223776190935943
228,228,29.64,0.4389056385993919
229,229,29.77,0.493124956649102
230,230,29.9,0.3939047416818085
231,231,30.03,0.3527255716199804
232,232,30.16,0.4459736111005838
233,233,30.290000000000003,0.405446341279684
234,234,30.42,0.464050212184568
235,235,30.55,0.3705561713170184
236,236,30.68,0.5070678205653889
237,237,30.81,0.4340801547168049
238,238,30.94,0.4480223746554985
239,239,31.07,0.4425261371307877
240,240,31.200000000000003,0.4453909902032832
241,241,31.33,0.4714124549164948
242,242,31.46,0.5083782093264592
243,243,31.59,0.3987799731406611
244,244,31.72,0.4725675156795219
245,245,31.85,0.4306417582911171
246,246,31.98,0.4757253582206303
247,247,32.11,0.4341015476919462
248,248,32.24,0.506132910559594
249,249,32.370000000000005,0.439344062855088
250,250,32.5,0.4303647466175821
251,251,32.63,0.3618751275061452
252,252,32.76,0.3678472839010056
253,253,32.89,0.4911276714047243
254,254,33.02,0.3891485540879912
255,255,33.15,0.441771562359786
256,256,33.28,0.385523029217639
257,257,33.410000000000004,0.4520398704723906
258,258,33.54,0.3826607066639817
259,259,33.67,0.3970771778272203
260,260,33.800000000000004,0.444312581604937
261,261,33.93,0.4740029411447075
262,262,34.06,0.3342585008130955
263,263,34.19,0.4185506495367722
264,264,34.32,0.565734555227344
265,265,34.45,0.4298294800254819
266,266,34.58,0.5480700780347822
267,267,34.71,0.4455863224100769
268,268,34.84,0.5059115980377995
269,269,34.97,0.4154024921743433
270,270,35.1,0.4540652044185417
271,271,35.230000000000004,0.4558351526546739
272,272,35.36,0.4954948491992835
273,273,35.49,0.4775790852790955
274,274,35.620000000000005,0.431323299579514
275,275,35.75,0.4323361833977174
276,276,35.88,0.3500601763592786
277,277,36.01,0.4563900439185661
278,278,36.14,0.4622970099640888
279,279,36.27,0.4953338996233426
280,280,36.4,0.548678559938681
281,281,36.53,0.3497609896264554
282,282,36.66,0.5237062468943645
283,283,36.79,0.6779040680866003
284,284,36.92,0.5194847566766165
285,285,37.05,0.3452808515441026
286,286,37.18,0.4226703621058699
287,287,37.31,0.4365542700123418
288,288,37.44,0.5081593988844625
289,289,37.57,0.4950805800963437
290,290,37.7,0.4467392904182407
291,291,37.83,0.4153727239729837
292,292,37.96,0.3911659756695588
293,293,38.09,0.4181385935325766
294,294,38.22,0.5147098428390426
295,295,38.35,0.4812884476445923
296,296,38.48,0.4557723707993433
297,297,38.61,0.4364440802297572
298,298,38.74,0.4311744976168394
299,299,38.870000000000005,0.530906989921001
300,300,39.0,0.4401131428376826
301,301,39.13,0.5093185303999614
302,302,39.26,0.4819531045902184
303,303,39.39,0.5191997614352211
304,304,39.52,0.4449790233234827
305,305,39.65,0.4246398977704284
306,306,39.78,0.5664648273230583
307,307,39.91,0.4946206807830009
308,308,40.04,0.4519785636376419
309,309,40.17,0.5080016061731382
310,310,40.3,0.5211249391321585
311,311,40.43,0.4924437833150488
312,312,40.56,0.4099910204543371
313,313,40.690000000000005,0.4411669469019692
314,314,40.82,0.5611429436402655
315,315,40.95,0.373405565850247
316,316,41.08,0.4450925118636755
317,317,41.21,0.5223965603148946
318,318,41.34,0.4668479672468243
319,319,41.47,0.5878938419957684
320,320,41.6,0.4173154671185791
321,321,41.73,0.4458512600996653
322,322,41.86,0.3835425798221771
323,323,41.99,0.5655539854524921
324,324,42.120000000000005,0.4552522458532158
325,325,42.25,0.4335073493757873
326,326,42.38,0.4809457947735572
327,327,42.51,0.5003896741995872
328,328,42.64,0.4557126286581334
329,329,42.77,0.4095110162167206
330,330,42.9,0.3985899644034895
331,331,43.03,0.4905688555604274
332,332,43.16,0.3978514729770044
333,333,43.29,0.4728923033846927
334,334,43.42,0.526113434892379
335,335,43.55,0.4788918549393631
336,336,43.68,0.4359209572054694
337,337,43.81,0.4994057952949585
338,338,43.940000000000005,0.5029903666799292
339,339,44.07,0.4867892502205724
340,340,44.2,0.4908408023456153
341,341,44.33,0.4836376411356019
342,342,44.46,0.5490919124125195
343,343,44.59,0.4696282544946923
344,344,44.72,0.5090283826993047
345,345,44.85,0.5237095234499988
346,346,44.98,0.3815914413123621
347,347,45.11,0.4734372117044709
348,348,45.24,0.6307296014025225
349,349,45.370000000000005,0.461445333736998
350,350,45.5,0.3842352266380946
351,351,45.63,0.3950925834220419
352,352,45.760000000000005,0.4187463982057506
353,353,45.89,0.4226391001487187
354,354,46.02,0.5224155098342728
355,355,46.15,0.5137196100690599
356,356,46.28,0.5238984449542162
357,357,46.41,0.472204093571737
358,358,46.54,0.5268675678059107
359,359,46.67,0.4900534052987467
360,360,46.8,0.5008527128524008
361,361,46.93,0.4682141511741751
362,362,47.06,0.4716025581695697
363,363,47.190000000000005,0.4953025107215255
364,364,47.32,0.3612231957125421
365,365,47.45,0.4175416117227463
366,366,47.58,0.4990694342528871
367,367,47.71,0.4577772341020378
368,368,47.84,0.5232950187710225
369,369,47.97,0.5230719880653919
370,370,48.1,0.5523456189137065
371,371,48.23,0.5447759887730722
372,372,48.36,0.4427485601385736
373,373,48.49,0.4726392924503175
374,374,48.620000000000005,0.4398796665550895
375,375,48.75,0.4880160651693632
376,376,48.88,0.5204318644133552
377,377,49.010000000000005,0.5487525477503511
378,378,49.14,0.4572331359902924
379,379,49.27,0.4463205089208903
380,380,49.4,0.450284573358014
381,381,49.53,0.3870224829792343
382,382,49.66,0.472714830072765
383,383,49.79,0.5993066297314017
384,384,49.92,0.4585164201698698
385,385,50.05,0.508602992077791
386,386,50.18,0.51634655776475
387,387,50.31,0.5066006631400031
388,388,50.440000000000005,0.4731162908861003
389,389,50.57,0.4247068806301342
390,390,50.7,0.5168422090730888
391,391,50.83,0.4077041742913186
392,392,50.96,0.555228373435328
393,393,51.09,0.5645713281324841
394,394,51.22,0.5383164413099965
395,395,51.35,0.4692129595071845
396,396,51.48,0.5372976863606702
397,397,51.61,0.5424377924677934
398,398,51.74,0.4530750310942001
399,399,51.870000000000005,0.5270194991411674
400,400,52.0,0.533714114468199
401,401,52.13,0.688434538374102
402,402,52.260000000000005,0.5971513452342535
403,403,52.39,0.4674530775796164
404,404,52.52,0.4650084804282271
405,405,52.65,0.5289555041758682
406,406,52.78,0.5897476547848467
407,407,52.91,0.4559426992523936
408,408,53.04,0.506856263878217
409,409,53.17,0.4502867718875049
410,410,53.3,0.5009436906950363
411,411,53.43,0.5874912899794726
412,412,53.56,0.5745253137434146
413,413,53.690000000000005,0.4534112829470791
414,414,53.82,0.4915423951528761
415,415,53.95,0.4473350778216957
416,416,54.08,0.4696703761609548
417,417,54.21,0.5435911058750079
418,418,54.34,0.4834810969483594
419,419,54.47,0.4147673408951101
420,420,54.6,0.4718217620215696
421,421,54.73,0.5036966420956804
422,422,54.86,0.5880915971125237
423,423,54.99,0.4774326768203457
424,424,55.120000000000005,0.5706359214721322
425,425,55.25,0.6358605899169372
426,426,55.38,0.4374018458281887
427,427,55.510000000000005,0.7089189364490934
428,428,55.64,0.5123072839820598
429,429,55.77,0.5465441769645033
430,430,55.9,0.5086536098385245
431,431,56.03,0.4775437949589382
432,432,56.16,0.5437713927928529
433,433,56.29,0.4252539524069411
434,434,56.42,0.5843747907850119
435,435,56.55,0.5997705801427722
436,436,56.68,0.6016939770216452
437,437,56.81,0.6108552039807271
438,438,56.940000000000005,0.5028093845257104
439,439,57.07,0.5411426500594817
440,440,57.2,0.6041248848834194
441,441,57.330000000000005,0.5373098725141042
442,442,57.46,0.4022654057637915
443,443,57.59,0.4460781973361777
444,444,57.72,0.5090428950880213
445,445,57.85,0.471669059588941
446,446,57.98,0.509879667088161
447,447,58.11,0.4913087722323103
448,448,58.24,0.4249481030793194
449,449,58.370000000000005,0.4434890300056258
450,450,58.5,0.5896646287507139
451,451,58.63,0.5228998831321036
452,452,58.760000000000005,0.4990465462305364
453,453,58.89,0.5029944511301796
454,454,59.02,0.568296616563309
455,455,59.15,0.5863447458607609
456,456,59.28,0.6473029132072313
457,457,59.41,0.4752377836364999
458,458,59.54,0.5082891734715653
459,459,59.67,0.5145606520803566
460,460,59.8,0.4726679360264589
461,461,59.93,0.5185456176707351
462,462,60.06,0.48715013742915
463,463,60.190000000000005,0.5104302577857698
464,464,60.32,0.6288854575927817
465,465,60.45,0.5219800812996763
466,466,60.580000000000005,0.5016764016069379
467,467,60.71,0.5226034735566446
468,468,60.84,0.5627281153594204
469,469,60.97,0.5736973090605674
470,470,61.1,0.4812595929315184
471,471,61.23,0.5278154393168685
472,472,61.36,0.4789531483029028
473,473,61.49,0.506366538713816
474,474,61.620000000000005,0.5543033394107746
475,475,61.75,0.6135888245938723
476,476,61.88,0.5159268236946806
477,477,62.010000000000005,0.5592707359844965
478,478,62.14,0.4979431843044136
479,479,62.27,0.5421339234193818
480,480,62.400000000000006,0.5117084105025378
481,481,62.53,0.4920488078000912
482,482,62.66,0.6025378167181002
483,483,62.79,0.5443206711504274
484,484,62.92,0.554700146739501
485,485,63.05,0.6055076718896103
486,486,63.18,0.564560410135257
487,487,63.31,0.4734487157441214
488,488,63.440000000000005,0.4936972132482865
489,489,63.57,0.5229878864688041
490,490,63.7,0.4640845077039969
491,491,63.830000000000005,0.5182515019409712
492,492,63.96,0.6161097831182399
493,493,64.09,0.6619510272098841
494,494,64.22,0.4905739103981407
495,495,64.35000000000001,0.4494358026421386
496,496,64.48,0.4784311422803499
497,497,64.61,0.6017382851004351
498,498,64.74000000000001,0.5299151783637168
499,499,64.87,0.5128856684819016
500,500,65.0,0.5141722053472345
501,501,65.13,0.4852447122169354
502,502,65.26,0.5567742277016428
503,503,65.39,0.5038523774448493
504,504,65.52,0.6614975900200285
505,505,65.65,0.6398956852511412
506,506,65.78,0.456545758250905
507,507,65.91,0.4627982399489955
508,508,66.04,0.4870678312823392
509,509,66.17,0.5817696213624278
510,510,66.3,0.6699187588122294
511,511,66.43,0.4089152430258513
512,512,66.56,0.5223530571632664
513,513,66.69,0.4977664370744953
514,514,66.82000000000001,0.5058327441677891
515,515,66.95,0.541355601484569
516,516,67.08,0.5023897880627524
517,517,67.21000000000001,0.479480521632685
518,518,67.34,0.7087965418493902
519,519,67.47,0.5503597496481818
520,520,67.60000000000001,0.4162986969623091
521,521,67.73,0.4640993050233694
522,522,67.86,0.5715323020466896
523,523,67.99000000000001,0.6526717586203022
524,524,68.12,0.5902479407160673
525,525,68.25,0.4851645145251018
526,526,68.38,0.4793223210388463
527,527,68.51,0.4846769738865474
528,528,68.64,0.466186966897638
529,529,68.77,0.5576824174823455
530,530,68.9,0.542894405003252
531,531,69.03,0.5035025671080805
532,532,69.16,0.5012824389292676
533,533,69.29,0.5378312916389277
534,534,69.42,0.5637672813114569
535,535,69.55,0.511170960028508
536,536,69.68,0.4983564542351303
537,537,69.81,0.6587421998728129
538,538,69.94,0.675283913572436
539,539,70.07000000000001,0.514440685577153
540,540,70.2,0.5212347862606542
541,541,70.33,0.5573845651716598
542,542,70.46000000000001,0.5819631504847751
543,543,70.59,0.482526398575956
544,544,70.72,0.5415500554159983
545,545,70.85000000000001,0.4754479687298575
546,546,70.98,0.5971805090871642
547,547,71.11,0.4769507949497203
548,548,71.24000000000001,0.5890398283993535
549,549,71.37,0.5498973200222074
550,550,71.5,0.5790586260077432
551,551,71.63,0.5833085749068885
552,552,71.76,0.430258303157738
553,553,71.89,0.5768093217398785
554,554,72.02,0.7133388775295767
555,555,72.15,0.450769456893844
556,556,72.28,0.5998411646789502
557,557,72.41,0.5828574718086574
558,558,72.54,0.5966895546512206
559,559,72.67,0.6020783150707812
560,560,72.8,0.483604830617541
561,561,72.93,0.5706039091752197
562,562,73.06,0.4859750810493072
563,563,73.19,0.5225234120515125
564,564,73.32000000000001,0.5800297675952271
565,565,73.45,0.601780403448234
566,566,73.58,0.4851229379775892
567,567,73.71000000000001,0.5314333118746307
568,568,73.84,0.5586275571879475
569,569,73.97,0.5197824404226052
570,570,74.10000000000001,0.624249760691858
571,571,74.23,0.6155069884940249
572,572,74.36,0.573658542323942
573,573,74.49000000000001,0.5190147565537571
574,574,74.62,0.5276745708490597
575,575,74.75,0.5851264147561049
576,576,74.88,0.5134952406845844
577,577,75.01,0.5858708222766614
578,578,75.14,0.5341994582103676
579,579,75.27,0.5314033159465504
580,580,75.4,0.6340342067746452
581,581,75.53,0.5935202559664023
582,582,75.66,0.5922150223170627
583,583,75.79,0.534247012013425
584,584,75.92,0.5128799951045087
585,585,76.05,0.6571157379220582
586,586,76.18,0.6040512259737302
587,587,76.31,0.5704066655912086
588,588,76.44,0.4703278827445161
589,589,76.57000000000001,0.5717785931112489
590,590,76.7,0.7626805900601168
591,591,76.83,0.6356443255786081
592,592,76.96000000000001,0.5419722966827667
593,593,77.09,0.6140405067896979
594,594,77.22,0.6502269369404731
595,595,77.35000000000001,0.5818930102562624
596,596,77.48,0.5808875008621261
597,597,77.61,0.6540391642017797
598,598,77.74000000000001,0.5720552620943751
599,599,77.87,0.635396796241794
600,600,78.0,0.5169880230665215
601,601,78.13000000000001,0.5515387871633577
602,602,78.26,0.489323078795259
603,603,78.39,0.6488506584221962
604,604,78.52,0.6820871328517002
605,605,78.65,0.5985579547727817
606,606,78.78,0.565172642505575
607,607,78.91,0.4467398571143736
608,608,79.04,0.5817795879393397
609,609,79.17,0.4704509056625226
610,610,79.3,0.5553754744141414
611,611,79.43,0.5617526241061891
612,612,79.56,0.555778653045881
613,613,79.69,0.6395514354092702
614,614,79.82000000000001,0.5911888962125402
