time,T,Type
0.0,0.0,noPSS
0.0,0.0,noPSS
0.16,0.013817914831130691,noPSS
0.16,0.0038179148311306903,noPSS
0.5,0.051387665198237883,noPSS
0.5,0.04709985315712188,noPSS
1.0,0.18776064610866375,noPSS
1.0,0.10324522760646108,noPSS
2.0,0.4725550660792952,noPSS
2.0,0.3961013215859031,noPSS
4.0,0.677136563876652,noPSS
4.0,0.49539647577092516,noPSS
8.0,0.8349045521292218,noPSS
8.0,0.7972466960352423,noPSS
16.0,0.6095007342143905,noPSS
16.0,0.7263069016152718,noPSS
