median_diameter,Time_point_sec,min,lower,upper
7.107664146083172,240.0,4.0,5.920712451655888,8.434494439900673
7.372211343621631,256.0431308678403,4.267385514464006,6.527098814273873,8.40850617589022
7.925834666000323,272.08626173568064,4.53477102892801,6.718939496569192,9.392882770718291
8.204338886506056,288.12939260352096,4.802156543392016,7.372226571546151,9.552260250335253
8.228979085756757,304.1725234713613,5.0695420578560215,7.01124860450903,9.456051939669987
9.381114694135706,320.2156543392016,5.336927572320026,7.82295811441998,10.145940826192287
9.509762622890932,336.25878520704185,5.604313086784031,7.780480199845403,10.390524679309026
9.634739927395838,352.3019160748822,5.8716986012480366,8.163845603932767,11.029215598835904
9.065726030114728,368.3450469427225,6.139084115712041,7.694820927131459,10.265741163964096
8.922433916105891,384.3881778105628,6.406469630176047,7.9351209429592755,10.687506502576474
9.073801339180129,400.4313086784031,6.6738551446400525,8.172729409455355,10.385195309441283
8.835343236557529,416.4744395462434,6.941240659104056,8.368753028801658,10.30154783411693
8.814432024620015,432.5175704140837,7.208626173568062,8.266934205070502,10.231981255097834
8.832619466155071,448.560701281924,7.4760116880320675,8.127650644745318,9.68008703059901
9.114336169618195,464.60383214976434,7.743397202496072,8.195357669926127,10.365688149764361
8.684013129230669,480.64696301760466,8.010782716960078,7.470584008992444,9.725992264054636
8.820738350336178,496.690093885445,8.278168231424083,7.873208933672395,9.976993995651485
8.838896300669317,512.7332247532853,8.545553745888089,8.022459678494137,9.814639790051988
8.525676437768997,528.7763556211256,8.812939260352094,8.011093154646536,9.651965387224246
8.994337147279573,544.8194864889659,9.080324774816098,8.045673436675116,9.663403627920266
9.357533314934074,560.8626173568063,9.347710289280105,8.523518583164083,10.10477610798367
9.80713337228842,576.9057482246465,9.615095803744108,8.624445457090063,10.732202719648674
10.22979903069349,592.9488790924868,9.882481318208113,8.711438546724235,11.266122977431046
9.811699930937198,608.9920099603271,10.149866832672119,8.503601751061016,11.389267891785591
10.365688149764361,625.0351408281674,10.417252347136124,9.020936631342568,11.850750085150727
9.714704430022987,641.0782716960077,10.684637861600129,8.375308543716773,11.54545631487007
10.585339147638422,657.121402563848,10.952023376064135,8.649971464734238,11.410682553235679
10.510324446174044,673.1645334316884,11.21940889052814,9.341780706665968,11.189094808146438
10.179291278182651,689.2076642995287,11.486794404992144,8.955388539519127,11.06000464315588
9.720392938340558,705.250795167369,11.754179919456151,8.443221285939025,10.569715151795748
10.06286953608115,721.2939260352093,12.021565433920156,8.547248469698031,10.628947166939197
