,Unnamed: 0,sec,fit_I
231,231,32.11,0.4385140624165961
232,232,32.24,0.439020369688171
233,233,32.370000000000005,0.4395256911627941
234,234,32.5,0.4400300287598445
235,235,32.63,0.4405333843949642
236,236,32.76,0.4410357599800655
237,237,32.89,0.4415371574233381
238,238,33.02,0.4420375786292564
239,239,33.15,0.4425370254985866
240,240,33.28,0.4430354999283944
241,241,33.410000000000004,0.4435330038120514
242,242,33.54,0.4440295390392431
243,243,33.67,0.4445251074959754
244,244,33.800000000000004,0.4450197110645825
245,245,33.93,0.4455133516237332
246,246,34.06,0.4460060310484388
247,247,34.19,0.4464977512100596
248,248,34.32,0.4469885139763127
249,249,34.45,0.4474783212112782
250,250,34.58,0.447967174775407
251,251,34.71,0.4484550765255279
252,252,34.84,0.4489420283148541
253,253,34.97,0.4494280319929904
254,254,35.1,0.4499130894059407
255,255,35.230000000000004,0.4503972023961146
256,256,35.36,0.4508803728023342
257,257,35.49,0.4513626024598416
258,258,35.620000000000005,0.4518438932003056
259,259,35.75,0.4523242468518286
260,260,35.88,0.4528036652389537
261,261,36.01,0.4532821501826715
262,262,36.14,0.4537597035004271
263,263,36.27,0.4542363270061271
264,264,36.4,0.454712022510146
265,265,36.53,0.4551867918193337
266,266,36.66,0.4556606367370222
267,267,36.79,0.4561335590630321
268,268,36.92,0.4566055605936799
269,269,37.05,0.4570766431217846
270,270,37.18,0.4575468084366744
271,271,37.31,0.4580160583241936
272,272,37.44,0.4584843945667095
273,273,37.57,0.4589518189431191
274,274,37.7,0.4594183332288557
275,275,37.83,0.4598839391958959
276,276,37.96,0.4603486386127662
277,277,38.09,0.4608124332445495
278,278,38.22,0.4612753248528924
279,279,38.35,0.4617373151960111
280,280,38.48,0.462198406028699
281,281,38.61,0.4626585991023323
282,282,38.74,0.4631178961648776
283,283,38.870000000000005,0.463576298960898
284,284,39.0,0.46403380923156
285,285,39.13,0.4644904287146397
286,286,39.26,0.4649461591445301
287,287,39.39,0.465401002252247
288,288,39.52,0.4658549597654359
289,289,39.65,0.4663080334083785
290,290,39.78,0.4667602249019995
291,291,39.91,0.4672115359638725
292,292,40.04,0.4676619683082273
293,293,40.17,0.4681115236459557
294,294,40.3,0.4685602036846188
295,295,40.43,0.4690080101284526
296,296,40.56,0.4694549446783749
297,297,40.690000000000005,0.469901009031992
298,298,40.82,0.4703462048836049
299,299,40.95,0.4707905339242154
300,300,41.08,0.4712339978415334
301,301,41.21,0.4716765983199823
302,302,41.34,0.472118337040706
303,303,41.47,0.4725592156815753
304,304,41.6,0.472999235917194
305,305,41.73,0.4734383994189056
306,306,41.86,0.4738767078547989
307,307,41.99,0.4743141628897156
308,308,42.120000000000005,0.4747507661852553
309,309,42.25,0.4751865193997827
310,310,42.38,0.4756214241884337
311,311,42.51,0.4760554822031213
312,312,42.64,0.4764886950925424
313,313,42.77,0.4769210645021838
314,314,42.9,0.4773525920743283
315,315,43.03,0.4777832794480613
316,316,43.16,0.478213128259277
317,317,43.29,0.478642140140684
318,318,43.42,0.4790703167218125
319,319,43.55,0.4794976596290194
320,320,43.68,0.4799241704854956
321,321,43.81,0.4803498509112711
322,322,43.940000000000005,0.4807747025232219
323,323,44.07,0.4811987269350759
324,324,44.2,0.4816219257574189
325,325,44.33,0.482044300597701
326,326,44.46,0.4824658530602423
327,327,44.59,0.4828865847462394
328,328,44.72,0.4833064972537715
329,329,44.85,0.4837255921778058
330,330,44.98,0.4841438711102045
331,331,45.11,0.4845613356397301
332,332,45.24,0.4849779873520521
333,333,45.370000000000005,0.485393827829752
334,334,45.5,0.4858088586523307
335,335,45.63,0.4862230813962133
336,336,45.760000000000005,0.4866364976347556
337,337,45.89,0.4870491089382501
338,338,46.02,0.4874609168739321
339,339,46.15,0.4878719230059849
340,340,46.28,0.4882821288955468
341,341,46.41,0.4886915361007162
342,342,46.54,0.489100146176558
343,343,46.67,0.4895079606751094
344,344,46.8,0.4899149811453854
345,345,46.93,0.4903212091333855
346,346,47.06,0.4907266461820986
347,347,47.190000000000005,0.4911312938315095
348,348,47.32,0.4915351536186049
349,349,47.45,0.4919382270773786
350,350,47.58,0.4923405157388378
351,351,47.71,0.4927420211310088
352,352,47.84,0.4931427447789425
353,353,47.97,0.493542688204721
354,354,48.1,0.4939418529274624
355,355,48.23,0.4943402404633272
356,356,48.36,0.4947378523255238
357,357,48.49,0.4951346900243146
358,358,48.620000000000005,0.4955307550670212
359,359,48.75,0.4959260489580304
360,360,48.88,0.4963205731988001
361,361,49.010000000000005,0.4967143292878645
362,362,49.14,0.4971073187208405
363,363,49.27,0.4974995429904327
364,364,49.4,0.4978910035864394
365,365,49.53,0.4982817019957583
366,366,49.66,0.498671639702392
367,367,49.79,0.4990608181874538
368,368,49.92,0.4994492389291729
369,369,50.05,0.4998369034029009
370,370,50.18,0.5002238130811162
371,371,50.31,0.5006099694334307
372,372,50.440000000000005,0.5009953739265949
373,373,50.57,0.501380028024503
374,374,50.7,0.5017639331881996
375,375,50.83,0.5021470908758843
376,376,50.96,0.5025295025429173
377,377,51.09,0.5029111696418256
378,378,51.22,0.503292093622308
379,379,51.35,0.5036722759312403
380,380,51.48,0.5040517180126817
381,381,51.61,0.5044304213078793
382,382,51.74,0.5048083872552744
383,383,51.870000000000005,0.5051856172905076
384,384,52.0,0.505562112846424
385,385,52.13,0.5059378753530791
386,386,52.260000000000005,0.506312906237744
387,387,52.39,0.5066872069249108
388,388,52.52,0.507060778836298
389,389,52.65,0.5074336233908562
390,390,52.78,0.507805742004773
391,391,52.91,0.5081771360914791
392,392,53.04,0.5085478070616526
393,393,53.17,0.5089177563232252
394,394,53.3,0.5092869852813875
395,395,53.43,0.5096554953385937
396,396,53.56,0.5100232878945681
397,397,53.690000000000005,0.5103903643463089
398,398,53.82,0.5107567260880947
399,399,53.95,0.5111223745114897
400,400,54.08,0.5114873110053478
401,401,54.21,0.5118515369558196
402,402,54.34,0.5122150537463566
403,403,54.47,0.5125778627577162
404,404,54.6,0.5129399653679682
405,405,54.73,0.5133013629524985
406,406,54.86,0.5136620568840157
407,407,54.99,0.5140220485325552
408,408,55.120000000000005,0.5143813392654852
409,409,55.25,0.5147399304475117
410,410,55.38,0.515097823440683
411,411,55.510000000000005,0.5154550196043961
412,412,55.64,0.5158115202954008
413,413,55.77,0.5161673268678055
414,414,55.9,0.516522440673082
415,415,56.03,0.5168768630600705
416,416,56.16,0.5172305953749856
417,417,56.29,0.51758363896142
418,418,56.42,0.517935995160351
419,419,56.55,0.5182876653101447
420,420,56.68,0.5186386507465612
421,421,56.81,0.5189889528027604
422,422,56.940000000000005,0.5193385728093057
423,423,57.07,0.5196875120941705
424,424,57.2,0.5200357719827424
425,425,57.330000000000005,0.5203833537978282
426,426,57.46,0.5207302588596595
427,427,57.59,0.5210764884858972
428,428,57.72,0.5214220439916364
429,429,57.85,0.5217669266894123
430,430,57.98,0.5221111378892039
431,431,58.11,0.5224546788984402
432,432,58.24,0.522797551022004
433,433,58.370000000000005,0.523139755562238
434,434,58.5,0.5234812938189489
435,435,58.63,0.5238221670894126
436,436,58.760000000000005,0.5241623766683794
437,437,58.89,0.5245019238480784
438,438,59.02,0.5248408099182228
439,439,59.15,0.5251790361660148
440,440,59.28,0.5255166038761502
441,441,59.41,0.5258535143308236
442,442,59.54,0.5261897688097329
443,443,59.67,0.5265253685900848
444,444,59.8,0.5268603149465987
445,445,59.93,0.5271946091515126
446,446,60.06,0.527528252474587
447,447,60.190000000000005,0.5278612461831105
448,448,60.32,0.5281935915419037
449,449,60.45,0.5285252898133252
450,450,60.580000000000005,0.5288563422572754
451,451,60.71,0.5291867501312016
452,452,60.84,0.5295165146901031
453,453,60.97,0.529845637186535
454,454,61.1,0.5301741188706146
455,455,61.23,0.5305019609900246
456,456,61.36,0.5308291647900181
457,457,61.49,0.5311557315134244
458,458,61.620000000000005,0.5314816624006526
459,459,61.75,0.5318069586896967
460,460,61.88,0.5321316216161402
461,461,62.010000000000005,0.532455652413161
462,462,62.14,0.5327790523115359
463,463,62.27,0.5331018225396454
464,464,62.400000000000006,0.5334239643234784
465,465,62.53,0.5337454788866364
466,466,62.66,0.5340663674503389
467,467,62.79,0.5343866312334273
468,468,62.92,0.5347062714523703
469,469,63.05,0.5350252893212676
470,470,63.18,0.5353436860518554
471,471,63.31,0.5356614628535105
472,472,63.440000000000005,0.5359786209332549
473,473,63.57,0.5362951614957606
474,474,63.7,0.536611085743354
475,475,63.830000000000005,0.5369263948760206
476,476,63.96,0.5372410900914093
477,477,64.09,0.5375551725848375
478,478,64.22,0.537868643549295
479,479,64.35000000000001,0.5381815041754487
480,480,64.48,0.5384937556516476
481,481,64.61,0.5388053991639266
482,482,64.74000000000001,0.5391164358960117
483,483,64.87,0.5394268670293236
484,484,65.0,0.5397366937429835
485,485,65.13,0.5400459172138161
486,486,65.26,0.5403545386163551
487,487,65.39,0.5406625591228473
488,488,65.52,0.5409699799032575
489,489,65.65,0.5412768021252716
490,490,65.78,0.5415830269543029
491,491,65.91,0.541888655553495
492,492,66.04,0.5421936890837273
493,493,66.17,0.5424981287036185
494,494,66.3,0.5428019755695317
495,495,66.43,0.5431052308355784
496,496,66.56,0.543407895653623
497,497,66.69,0.5437099711732873
498,498,66.82000000000001,0.5440114585419549
499,499,66.95,0.5443123589047747
500,500,67.08,0.5446126734046668
501,501,67.21000000000001,0.5449124031823255
502,502,67.34,0.5452115493762243
503,503,67.47,0.5455101131226199
504,504,67.60000000000001,0.5458080955555571
505,505,67.73,0.5461054978068721
506,506,67.86,0.5464023210061977
507,507,67.99000000000001,0.5466985662809674
508,508,68.12,0.546994234756419
509,509,68.25,0.5472893275556001
510,510,68.38,0.5475838457993714
511,511,68.51,0.547877790606411
512,512,68.64,0.5481711630932192
513,513,68.77,0.5484639643741225
514,514,68.9,0.5487561955612774
515,515,69.03,0.5490478577646756
516,516,69.16,0.5493389520921468
517,517,69.29,0.5496294796493643
518,518,69.42,0.5499194415398485
519,519,69.55,0.5502088388649713
520,520,69.68,0.5504976727239601
521,521,69.81,0.5507859442139016
522,522,69.94,0.5510736544297474
523,523,70.07000000000001,0.5513608044643163
524,524,70.2,0.5516473954083001
525,525,70.33,0.5519334283502664
526,526,70.46000000000001,0.5522189043766632
527,527,70.59,0.552503824571824
528,528,70.72,0.5527881900179703
529,529,70.85000000000001,0.5530720017952169
530,530,70.98,0.5533552609815751
531,531,71.11,0.5536379686529576
532,532,71.24000000000001,0.5539201258831825
533,533,71.37,0.5542017337439769
534,534,71.5,0.5544827933049807
535,535,71.63,0.5547633056337524
536,536,71.76,0.5550432717957706
537,537,71.89,0.5553226928544404
538,538,72.02,0.5556015698710955
539,539,72.15,0.5558799039050042
540,540,72.28,0.5561576960133714
541,541,72.41,0.5564349472513442
542,542,72.54,0.5567116586720151
543,543,72.67,0.556987831326426
544,544,72.8,0.5572634662635728
545,545,72.93,0.5575385645304086
546,546,73.06,0.5578131271718483
547,547,73.19,0.558087155230772
548,548,73.32000000000001,0.5583606497480298
549,549,73.45,0.5586336117624445
550,550,73.58,0.5589060423108171
551,551,73.71000000000001,0.5591779424279293
552,552,73.84,0.5594493131465482
553,553,73.97,0.5597201554974303
554,554,74.10000000000001,0.5599904705093249
555,555,74.23,0.5602602592089785
556,556,74.36,0.5605295226211382
557,557,74.49000000000001,0.5607982617685562
558,558,74.62,0.5610664776719932
559,559,74.75,0.5613341713502225
560,560,74.88,0.5616013438200338
561,561,75.01,0.5618679960962372
562,562,75.14,0.5621341291916664
563,563,75.27,0.562399744117184
564,564,75.4,0.5626648418816835
565,565,75.53,0.5629294234920947
566,566,75.66,0.5631934899533865
567,567,75.79,0.5634570422685713
568,568,75.92,0.5637200814387084
569,569,76.05,0.5639826084629084
570,570,76.18,0.5642446243383361
571,571,76.31,0.564506130060215
572,572,76.44,0.5647671266218309
573,573,76.57000000000001,0.5650276150145358
574,574,76.7,0.565287596227751
575,575,76.83,0.5655470712489721
576,576,76.96000000000001,0.5658060410637711
577,577,77.09,0.5660645066558021
578,578,77.22,0.5663224690068029
579,579,77.35000000000001,0.5665799290966009
580,580,77.48,0.566836887903115
581,581,77.61,0.5670933464023602
582,582,77.74000000000001,0.5673493055684514
583,583,77.87,0.5676047663736066
584,584,78.0,0.5678597297881509
585,585,78.13000000000001,0.5681141967805206
586,586,78.26,0.5683681683172654
587,587,78.39,0.5686216453630544
588,588,78.52,0.5688746288806774
589,589,78.65,0.5691271198310502
590,590,78.78,0.5693791191732174
591,591,78.91,0.5696306278643564
592,592,79.04,0.5698816468597807
593,593,79.17,0.5701321771129444
594,594,79.3,0.5703822195754447
595,595,79.43,0.5706317751970259
596,596,79.56,0.5708808449255834
597,597,79.69,0.5711294297071671
598,598,79.82000000000001,0.5713775304859845
