,Unnamed: 0,sec,fit_I
0,0,5.28,0.1802468964739052
1,1,5.61,0.1901587074911193
2,2,5.94,0.1999250307269497
3,3,6.2700000000000005,0.2095480016836264
4,4,6.6000000000000005,0.2190297245179994
5,5,6.930000000000001,0.2283722725016339
6,6,7.260000000000001,0.2375776884741504
7,7,7.590000000000001,0.2466479852899123
8,8,7.92,0.2555851462581558
9,9,8.25,0.2643911255766603
10,10,8.58,0.2730678487590522
11,11,8.91,0.2816172130558383
12,12,9.24,0.2900410878692573
13,13,9.57,0.2983413151620435
14,14,9.9,0.3065197098601896
15,15,10.23,0.3145780602497982
16,16,10.56,0.3225181283681082
17,17,10.89,0.3303416503887815
18,18,11.22,0.3380503370015338
19,19,11.55,0.3456458737861948
20,20,11.88,0.3531299215812754
21,21,12.21,0.3605041168471273
22,22,12.54,0.3677700720237709
23,23,12.87,0.3749293758834705
24,24,13.2,0.3819835938781358
25,25,13.53,0.3889342684816227
26,26,13.86,0.3957829195270103
27,27,14.19,0.4025310445389279
28,28,14.52,0.4091801190610026
29,29,14.85,0.4157315969785018
30,30,15.18,0.4221869108362398
31,31,15.510000000000002,0.4285474721518168
32,32,15.84,0.4348146717242622
33,33,16.17,0.4409898799381453
34,34,16.5,0.4470744470632243
35,35,16.830000000000002,0.4530697035496954
36,36,17.16,0.4589769603191086
37,37,17.490000000000002,0.4647975090510146
38,38,17.82,0.4705326224654016
39,39,18.15,0.4761835546009895
40,40,18.48,0.481751541089437
41,41,18.81,0.4872377994255243
42,42,19.14,0.4926435292333709
43,43,19.47,0.4979699125287448
44,44,19.8,0.5032181139775218
45,45,20.130000000000003,0.5083892811503515
46,46,20.46,0.5134845447735844
47,47,20.790000000000003,0.5185050189765162
48,48,21.12,0.5234518015350037
49,49,21.45,0.5283259741115038
50,50,21.78,0.5331286024915896
51,51,22.11,0.5378607368169948
52,52,22.44,0.5425234118152379
53,53,22.77,0.5471176470258752
54,54,23.1,0.5516444470234326
55,55,23.43,0.5561048016370669
56,56,23.76,0.5604996861670004
57,57,24.09,0.5648300615977806
58,58,24.42,0.5690968748084085
59,59,24.75,0.5733010587793833
60,60,25.08,0.5774435327967075
61,61,25.41,0.5815252026528975
62,62,25.74,0.5855469608450448
63,63,26.07,0.5895096867699685
64,64,26.4,0.5934142469165042
65,65,26.73,0.5972614950549708
66,66,27.06,0.601052272423855
67,67,27.39,0.6047874079137562
68,68,27.72,0.6084677182486328
69,69,28.05,0.6120940081643856
70,70,28.380000000000003,0.615667070584822
71,71,28.71,0.6191876867950358
72,72,29.040000000000003,0.6226566266122433
73,73,29.37,0.6260746485541117
74,74,29.700000000000003,0.6294425000046157
75,75,30.03,0.6327609173774609
76,76,30.360000000000003,0.6360306262771076
77,77,30.69,0.6392523416574313
78,78,31.020000000000003,0.6424267679780545
79,79,31.35,0.6455545993583834
80,80,31.68,0.6486365197293845
81,81,32.01,0.6516732029831324
82,82,32.34,0.6546653131201625
83,83,32.67,0.6576135043946622
84,84,33.0,0.6605184214575291
85,85,33.33,0.663380699497331
86,86,33.660000000000004,0.6662009643791952
87,87,33.99,0.6689798327816605
88,88,34.32,0.6717179123315208
89,89,34.65,0.6744158017366869
90,90,34.980000000000004,0.6770740909171016
91,91,35.31,0.67969336113373
92,92,35.64,0.6822741851156593
93,93,35.97,0.6848171271853304
94,94,36.3,0.6873227433819334
95,95,36.63,0.6897915815829905
96,96,36.96,0.6922241816241548
97,97,37.29,0.6946210754172513
98,98,37.620000000000005,0.6969827870665836
99,99,37.95,0.6993098329835352
100,100,38.28,0.7016027219994878
101,101,38.61,0.7038619554770822
102,102,38.940000000000005,0.7060880274198457
103,103,39.27,0.7082814245802117
104,104,39.6,0.710442626565952
105,105,39.93,0.7125721059450484
106,106,40.260000000000005,0.7146703283490241
107,107,40.59,0.7167377525747581
108,108,40.92,0.7187748306848066
109,109,41.25,0.7207820081062503
110,110,41.580000000000005,0.7227597237280912
111,111,41.91,0.7247084099972203
112,112,42.24,0.7266284930129767
113,113,42.57,0.7285203926203175
114,114,42.9,0.730384522501622
115,115,43.23,0.7322212902671464
